date,Subsidiary,Oil losses (bopd),Wells WWO,
01/01/2023 00:00,,0,0,
01/01/2023 00:00,,0,0,
01/01/2023 00:00,AUN,0,0,
01/01/2023 00:00,BNR,0,0,
01/01/2023 00:00,BIR,2811.9,12,
01/01/2023 00:00,BS,0,0,
01/01/2023 00:00,BZ,0,0,
01/01/2023 00:00,CCS,0,0,
01/01/2023 00:00,CAD,930.3,26,
01/01/2023 00:00,CG,1676.85,16,
01/01/2023 00:00,CMI,1223.25,22,
01/01/2023 00:00,COQ,952.35,14,
01/01/2023 00:00,EC,0,0,
01/01/2023 00:00,EG,0,0,
01/01/2023 00:00,ER,0,0,
01/01/2023 00:00,SFR,0,0,
01/01/2023 00:00,GAE,1904.7,24,
01/01/2023 00:00,GUT,0,0,
01/01/2023 00:00,IQ,0,0,
01/01/2023 00:00,LH,0,0,
01/01/2023 00:00,MIX,454.65,7,
01/01/2023 00:00,PE,0,0,
01/01/2023 00:00,SG,0,0,
01/01/2023 00:00,TOD,365.4,1,
01/01/2023 00:00,TIN,728.7,4,
01/01/2023 00:00,TOR,36.75,4,
01/01/2023 00:00,TOTO,31.5,2,
01/01/2023 00:00,KFC,0,2,
01/01/2023 00:00,WSK,2.1,1,
01/01/2023 00:00,US,0,0,
01/01/2023 00:00,VE,0,0,
01/01/2023 00:00,VIN,0,0,
01/01/2023 00:00,WE,0,0,
02/01/2023 00:00,,0,0,
02/01/2023 00:00,,0,0,
02/01/2023 00:00,AUN,0,0,
02/01/2023 00:00,BNR,0,0,
02/01/2023 00:00,BIR,2811.9,12,
02/01/2023 00:00,BS,0,0,
02/01/2023 00:00,BZ,0,0,
02/01/2023 00:00,CCS,0,0,
02/01/2023 00:00,CAD,1052.1,24,
02/01/2023 00:00,CG,1773.45,17,
02/01/2023 00:00,CMI,1274.7,22,
02/01/2023 00:00,COQ,906.15,13,
02/01/2023 00:00,EC,0,0,
02/01/2023 00:00,EG,0,0,
02/01/2023 00:00,ER,0,0,
02/01/2023 00:00,SFR,0,0,
02/01/2023 00:00,GAE,2365.65,25,
02/01/2023 00:00,GUT,0,0,
02/01/2023 00:00,IQ,0,0,
02/01/2023 00:00,LH,0,0,
02/01/2023 00:00,MIX,454.65,7,
02/01/2023 00:00,PE,0,0,
02/01/2023 00:00,SG,0,0,
02/01/2023 00:00,TOD,365.4,1,
02/01/2023 00:00,TIN,728.7,4,
02/01/2023 00:00,TOR,3.15,2,
02/01/2023 00:00,TOTO,31.5,1,
02/01/2023 00:00,KFC,0,2,
02/01/2023 00:00,WSK,2.1,1,
02/01/2023 00:00,US,0,0,
02/01/2023 00:00,VE,0,0,
02/01/2023 00:00,VIN,0,0,
02/01/2023 00:00,WE,0,0,
03/01/2023 00:00,,0,0,
03/01/2023 00:00,,0,0,
03/01/2023 00:00,AUN,0,0,
03/01/2023 00:00,BNR,0,0,
03/01/2023 00:00,BIR,2811.9,12,
03/01/2023 00:00,BS,0,0,
03/01/2023 00:00,BZ,0,0,
03/01/2023 00:00,CCS,0,0,
03/01/2023 00:00,CAD,875.7,24,
03/01/2023 00:00,CG,1579.2,14,
03/01/2023 00:00,CMI,1292.55,22,
03/01/2023 00:00,COQ,895.65,13,
03/01/2023 00:00,EC,0,0,
03/01/2023 00:00,EG,0,0,
03/01/2023 00:00,ER,0,0,
03/01/2023 00:00,SFR,0,0,
03/01/2023 00:00,GAE,2257.5,24,
03/01/2023 00:00,GUT,0,0,
03/01/2023 00:00,IQ,0,0,
03/01/2023 00:00,LH,0,0,
03/01/2023 00:00,MIX,454.65,7,
03/01/2023 00:00,PE,0,0,
03/01/2023 00:00,SG,0,0,
03/01/2023 00:00,TOD,365.4,1,
03/01/2023 00:00,TIN,728.7,4,
03/01/2023 00:00,TOR,9.45,4,
03/01/2023 00:00,TOTO,31.5,1,
03/01/2023 00:00,KFC,1.05,5,
03/01/2023 00:00,WSK,2.1,1,
03/01/2023 00:00,US,0,0,
03/01/2023 00:00,VE,0,0,
03/01/2023 00:00,VIN,0,0,
03/01/2023 00:00,WE,0,0,
04/01/2023 00:00,,0,0,
04/01/2023 00:00,,0,0,
04/01/2023 00:00,AUN,0,0,
04/01/2023 00:00,BNR,0,0,
04/01/2023 00:00,BIR,2841.3,12,
04/01/2023 00:00,BS,0,0,
04/01/2023 00:00,BZ,0,0,
04/01/2023 00:00,CCS,0,0,
04/01/2023 00:00,CAD,1021.65,20,
04/01/2023 00:00,CG,1431.15,16,
04/01/2023 00:00,CMI,1201.2,22,
04/01/2023 00:00,COQ,895.65,13,
04/01/2023 00:00,EC,0,0,
04/01/2023 00:00,EG,0,0,
04/01/2023 00:00,ER,0,0,
04/01/2023 00:00,SFR,0,0,
04/01/2023 00:00,GAE,2174.55,26,
04/01/2023 00:00,GUT,0,0,
04/01/2023 00:00,IQ,0,0,
04/01/2023 00:00,LH,0,0,
04/01/2023 00:00,MIX,454.65,7,
04/01/2023 00:00,PE,0,0,
04/01/2023 00:00,SG,0,0,
04/01/2023 00:00,TOD,365.4,1,
04/01/2023 00:00,TIN,728.7,4,
04/01/2023 00:00,TOR,9.45,4,
04/01/2023 00:00,TOTO,31.5,1,
04/01/2023 00:00,KFC,1.05,5,
04/01/2023 00:00,WSK,2.1,1,
04/01/2023 00:00,US,0,0,
04/01/2023 00:00,VE,0,0,
04/01/2023 00:00,VIN,0,0,
04/01/2023 00:00,WE,0,0,
05/01/2023 00:00,,0,0,
05/01/2023 00:00,,0,0,
05/01/2023 00:00,AUN,0,0,
05/01/2023 00:00,BNR,0,0,
05/01/2023 00:00,BIR,2893.8,13,
05/01/2023 00:00,BS,0,0,
05/01/2023 00:00,BZ,0,0,
05/01/2023 00:00,CCS,0,0,
05/01/2023 00:00,CAD,580.65,19,
05/01/2023 00:00,CG,1431.15,16,
05/01/2023 00:00,CMI,1372.35,23,
05/01/2023 00:00,COQ,953.4,14,
05/01/2023 00:00,EC,0,0,
05/01/2023 00:00,EG,0,0,
05/01/2023 00:00,ER,0,0,
05/01/2023 00:00,SFR,0,0,
05/01/2023 00:00,GAE,3675,26,
05/01/2023 00:00,GUT,0,0,
05/01/2023 00:00,IQ,0,0,
05/01/2023 00:00,LH,0,0,
05/01/2023 00:00,MIX,95.55,4,
05/01/2023 00:00,PE,0,0,
05/01/2023 00:00,SG,0,0,
05/01/2023 00:00,TOD,365.4,1,
05/01/2023 00:00,TIN,728.7,4,
05/01/2023 00:00,TOR,9.45,4,
05/01/2023 00:00,TOTO,31.5,1,
05/01/2023 00:00,KFC,1.05,5,
05/01/2023 00:00,WSK,89.25,1,
05/01/2023 00:00,US,0,0,
05/01/2023 00:00,VE,0,0,
05/01/2023 00:00,VIN,0,0,
05/01/2023 00:00,WE,0,0,
06/01/2023 00:00,,0,0,
06/01/2023 00:00,,0,0,
06/01/2023 00:00,AUN,0,0,
06/01/2023 00:00,BNR,0,0,
06/01/2023 00:00,BIR,2893.8,13,
06/01/2023 00:00,BS,0,0,
06/01/2023 00:00,BZ,0,0,
06/01/2023 00:00,CCS,0,0,
06/01/2023 00:00,CAD,883.05,22,
06/01/2023 00:00,CG,1609.65,17,
06/01/2023 00:00,CMI,1255.8,22,
06/01/2023 00:00,COQ,976.5,14,
06/01/2023 00:00,EC,0,0,
06/01/2023 00:00,EG,0,0,
06/01/2023 00:00,ER,0,0,
06/01/2023 00:00,SFR,0,0,
06/01/2023 00:00,GAE,4657.8,22,
06/01/2023 00:00,GUT,0,0,
06/01/2023 00:00,IQ,0,0,
06/01/2023 00:00,LH,0,0,
06/01/2023 00:00,MIX,95.55,4,
06/01/2023 00:00,PE,0,0,
06/01/2023 00:00,SG,0,0,
06/01/2023 00:00,TOD,365.4,1,
06/01/2023 00:00,TIN,174.3,2,
06/01/2023 00:00,TOR,9.45,4,
06/01/2023 00:00,TOTO,31.5,1,
06/01/2023 00:00,KFC,1.05,5,
06/01/2023 00:00,WSK,137.55,1,
06/01/2023 00:00,US,0,0,
06/01/2023 00:00,VE,0,0,
06/01/2023 00:00,VIN,0,0,
06/01/2023 00:00,WE,0,0,
07/01/2023 00:00,,0,0,
07/01/2023 00:00,,0,0,
07/01/2023 00:00,AUN,0,0,
07/01/2023 00:00,BNR,0,0,
07/01/2023 00:00,BIR,2893.8,13,
07/01/2023 00:00,BS,0,0,
07/01/2023 00:00,BZ,0,0,
07/01/2023 00:00,CCS,0,0,
07/01/2023 00:00,CAD,1039.5,22,
07/01/2023 00:00,CG,1609.65,17,
07/01/2023 00:00,CMI,1255.8,22,
07/01/2023 00:00,COQ,970.2,14,
07/01/2023 00:00,EC,0,0,
07/01/2023 00:00,EG,0,0,
07/01/2023 00:00,ER,0,0,
07/01/2023 00:00,SFR,0,0,
07/01/2023 00:00,GAE,5216.4,23,
07/01/2023 00:00,GUT,0,0,
07/01/2023 00:00,IQ,0,0,
07/01/2023 00:00,LH,0,0,
07/01/2023 00:00,MIX,95.55,4,
07/01/2023 00:00,PE,0,0,
07/01/2023 00:00,SG,0,0,
07/01/2023 00:00,TOD,365.4,1,
07/01/2023 00:00,TIN,728.7,4,
07/01/2023 00:00,TOR,9.45,4,
07/01/2023 00:00,TOTO,31.5,1,
07/01/2023 00:00,KFC,1.05,5,
07/01/2023 00:00,WSK,2.1,1,
07/01/2023 00:00,US,0,0,
07/01/2023 00:00,VE,0,0,
07/01/2023 00:00,VIN,0,0,
07/01/2023 00:00,WE,0,0,
08/01/2023 00:00,,0,0,
08/01/2023 00:00,,0,0,
08/01/2023 00:00,AUN,0,0,
08/01/2023 00:00,BNR,0,0,
08/01/2023 00:00,BIR,2893.8,13,
08/01/2023 00:00,BS,0,0,
08/01/2023 00:00,BZ,0,0,
08/01/2023 00:00,CCS,0,0,
08/01/2023 00:00,CAD,1074.15,23,
08/01/2023 00:00,CG,1556.1,16,
08/01/2023 00:00,CMI,843.15,13,
08/01/2023 00:00,COQ,875.7,12,
08/01/2023 00:00,EC,0,0,
08/01/2023 00:00,EG,0,0,
08/01/2023 00:00,ER,0,0,
08/01/2023 00:00,SFR,0,0,
08/01/2023 00:00,GAE,5383.35,25,
08/01/2023 00:00,GUT,0,0,
08/01/2023 00:00,IQ,0,0,
08/01/2023 00:00,LH,0,0,
08/01/2023 00:00,MIX,95.55,4,
08/01/2023 00:00,PE,0,0,
08/01/2023 00:00,SG,0,0,
08/01/2023 00:00,TOD,365.4,1,
08/01/2023 00:00,TIN,728.7,4,
08/01/2023 00:00,TOR,9.45,4,
08/01/2023 00:00,TOTO,31.5,1,
08/01/2023 00:00,KFC,1.05,5,
08/01/2023 00:00,WSK,2.1,1,
08/01/2023 00:00,US,0,0,
08/01/2023 00:00,VE,0,0,
08/01/2023 00:00,VIN,0,0,
08/01/2023 00:00,WE,0,0,
09/01/2023 00:00,,0,0,
09/01/2023 00:00,,0,0,
09/01/2023 00:00,AUN,0,0,
09/01/2023 00:00,BNR,0,0,
09/01/2023 00:00,BIR,2893.8,13,
09/01/2023 00:00,BS,0,0,
09/01/2023 00:00,BZ,0,0,
09/01/2023 00:00,CCS,0,0,
09/01/2023 00:00,CAD,1018.5,22,
09/01/2023 00:00,CG,1421.7,16,
09/01/2023 00:00,CMI,843.15,13,
09/01/2023 00:00,COQ,856.8,12,
09/01/2023 00:00,EC,0,0,
09/01/2023 00:00,EG,0,0,
09/01/2023 00:00,ER,0,0,
09/01/2023 00:00,SFR,0,0,
09/01/2023 00:00,GAE,5428.5,25,
09/01/2023 00:00,GUT,0,0,
09/01/2023 00:00,IQ,0,0,
09/01/2023 00:00,LH,0,0,
09/01/2023 00:00,MIX,70.35,4,
09/01/2023 00:00,PE,0,0,
09/01/2023 00:00,SG,0,0,
09/01/2023 00:00,TOD,365.4,1,
09/01/2023 00:00,TIN,717.15,2,
09/01/2023 00:00,TOR,25.2,2,
09/01/2023 00:00,TOTO,31.5,1,
09/01/2023 00:00,KFC,1.05,5,
09/01/2023 00:00,WSK,0,0,
09/01/2023 00:00,US,0,0,
09/01/2023 00:00,VE,0,0,
09/01/2023 00:00,VIN,0,0,
09/01/2023 00:00,WE,0,0,
10/01/2023 00:00,,0,0,
10/01/2023 00:00,,0,0,
10/01/2023 00:00,AUN,0,0,
10/01/2023 00:00,BNR,0,0,
10/01/2023 00:00,BIR,5214.3,17,
10/01/2023 00:00,BS,0,0,
10/01/2023 00:00,BZ,0,0,
10/01/2023 00:00,CCS,0,0,
10/01/2023 00:00,CAD,625.8,22,
10/01/2023 00:00,CG,1547.7,14,
10/01/2023 00:00,CMI,843.15,13,
10/01/2023 00:00,COQ,858.9,12,
10/01/2023 00:00,EC,0,0,
10/01/2023 00:00,EG,0,0,
10/01/2023 00:00,ER,0,0,
10/01/2023 00:00,SFR,0,0,
10/01/2023 00:00,GAE,5415.9,25,
10/01/2023 00:00,GUT,0,0,
10/01/2023 00:00,IQ,0,0,
10/01/2023 00:00,LH,0,0,
10/01/2023 00:00,MIX,70.35,4,
10/01/2023 00:00,PE,0,0,
10/01/2023 00:00,SG,0,0,
10/01/2023 00:00,TOD,365.4,1,
10/01/2023 00:00,TIN,717.15,2,
10/01/2023 00:00,TOR,3.15,2,
10/01/2023 00:00,TOTO,31.5,1,
10/01/2023 00:00,KFC,1.05,5,
10/01/2023 00:00,WSK,2.1,1,
10/01/2023 00:00,US,0,0,
10/01/2023 00:00,VE,0,0,
10/01/2023 00:00,VIN,0,0,
10/01/2023 00:00,WE,0,0,
11/01/2023 00:00,,0,0,
11/01/2023 00:00,,0,0,
11/01/2023 00:00,AUN,0,0,
11/01/2023 00:00,BNR,0,0,
11/01/2023 00:00,BIR,5294.1,17,
11/01/2023 00:00,BS,0,0,
11/01/2023 00:00,BZ,0,0,
11/01/2023 00:00,CCS,0,0,
11/01/2023 00:00,CAD,1150.8,24,
11/01/2023 00:00,CG,1604.4,16,
11/01/2023 00:00,CMI,843.15,13,
11/01/2023 00:00,COQ,856.8,12,
11/01/2023 00:00,EC,0,0,
11/01/2023 00:00,EG,0,0,
11/01/2023 00:00,ER,0,0,
11/01/2023 00:00,SFR,0,0,
11/01/2023 00:00,GAE,5309.85,26,
11/01/2023 00:00,GUT,0,0,
11/01/2023 00:00,IQ,0,0,
11/01/2023 00:00,LH,0,0,
11/01/2023 00:00,MIX,70.35,4,
11/01/2023 00:00,PE,0,0,
11/01/2023 00:00,SG,0,0,
11/01/2023 00:00,TOD,365.4,1,
11/01/2023 00:00,TIN,717.15,2,
11/01/2023 00:00,TOR,3.15,2,
11/01/2023 00:00,TOTO,31.5,1,
11/01/2023 00:00,KFC,1.05,5,
11/01/2023 00:00,WSK,163.8,1,
11/01/2023 00:00,US,0,0,
11/01/2023 00:00,VE,0,0,
11/01/2023 00:00,VIN,0,0,
11/01/2023 00:00,WE,0,0,
12/01/2023 00:00,,0,0,
12/01/2023 00:00,,0,0,
12/01/2023 00:00,AUN,0,0,
12/01/2023 00:00,BNR,0,0,
12/01/2023 00:00,BIR,4138.05,13,
12/01/2023 00:00,BS,0,0,
12/01/2023 00:00,BZ,0,0,
12/01/2023 00:00,CCS,0,0,
12/01/2023 00:00,CAD,738.15,22,
12/01/2023 00:00,CG,1774.5,16,
12/01/2023 00:00,CMI,843.15,13,
12/01/2023 00:00,COQ,856.8,12,
12/01/2023 00:00,EC,0,0,
12/01/2023 00:00,EG,0,0,
12/01/2023 00:00,ER,0,0,
12/01/2023 00:00,SFR,0,0,
12/01/2023 00:00,GAE,4041.45,24,
12/01/2023 00:00,GUT,0,0,
12/01/2023 00:00,IQ,0,0,
12/01/2023 00:00,LH,0,0,
12/01/2023 00:00,MIX,70.35,4,
12/01/2023 00:00,PE,0,0,
12/01/2023 00:00,SG,0,0,
12/01/2023 00:00,TOD,365.4,1,
12/01/2023 00:00,TIN,717.15,2,
12/01/2023 00:00,TOR,10.5,2,
12/01/2023 00:00,TOTO,31.5,1,
12/01/2023 00:00,KFC,1.05,5,
12/01/2023 00:00,WSK,287.7,1,
12/01/2023 00:00,US,0,0,
12/01/2023 00:00,VE,0,0,
12/01/2023 00:00,VIN,0,0,
12/01/2023 00:00,WE,0,0,
13/01/2023 00:00,,0,0,
13/01/2023 00:00,,0,0,
13/01/2023 00:00,AUN,0,0,
13/01/2023 00:00,BNR,0,0,
13/01/2023 00:00,BIR,2893.8,13,
13/01/2023 00:00,BS,0,0,
13/01/2023 00:00,BZ,0,0,
13/01/2023 00:00,CCS,0,0,
13/01/2023 00:00,CAD,937.65,22,
13/01/2023 00:00,CG,2588.25,17,
13/01/2023 00:00,CMI,843.15,13,
13/01/2023 00:00,COQ,856.8,12,
13/01/2023 00:00,EC,0,0,
13/01/2023 00:00,EG,0,0,
13/01/2023 00:00,ER,0,0,
13/01/2023 00:00,SFR,0,0,
13/01/2023 00:00,GAE,3873.45,25,
13/01/2023 00:00,GUT,0,0,
13/01/2023 00:00,IQ,0,0,
13/01/2023 00:00,LH,0,0,
13/01/2023 00:00,MIX,70.35,4,
13/01/2023 00:00,PE,0,0,
13/01/2023 00:00,SG,0,0,
13/01/2023 00:00,TOD,365.4,1,
13/01/2023 00:00,TIN,717.15,4,
13/01/2023 00:00,TOR,22.05,4,
13/01/2023 00:00,TOTO,31.5,1,
13/01/2023 00:00,KFC,1.05,5,
13/01/2023 00:00,WSK,319.2,1,
13/01/2023 00:00,US,0,0,
13/01/2023 00:00,VE,0,0,
13/01/2023 00:00,VIN,0,0,
13/01/2023 00:00,WE,0,0,
14/01/2023 00:00,,0,0,
14/01/2023 00:00,,0,0,
14/01/2023 00:00,AUN,0,0,
14/01/2023 00:00,BNR,0,0,
14/01/2023 00:00,BIR,2893.8,13,
14/01/2023 00:00,BS,0,0,
14/01/2023 00:00,BZ,0,0,
14/01/2023 00:00,CCS,0,0,
14/01/2023 00:00,CAD,480.9,20,
14/01/2023 00:00,CG,2602.95,18,
14/01/2023 00:00,CMI,409.5,13,
14/01/2023 00:00,COQ,883.05,13,
14/01/2023 00:00,EC,0,0,
14/01/2023 00:00,EG,0,0,
14/01/2023 00:00,ER,0,0,
14/01/2023 00:00,SFR,0,0,
14/01/2023 00:00,GAE,3832.5,24,
14/01/2023 00:00,GUT,0,0,
14/01/2023 00:00,IQ,0,0,
14/01/2023 00:00,LH,0,0,
14/01/2023 00:00,MIX,70.35,4,
14/01/2023 00:00,PE,0,0,
14/01/2023 00:00,SG,0,0,
14/01/2023 00:00,TOD,365.4,1,
14/01/2023 00:00,TIN,717.15,2,
14/01/2023 00:00,TOR,61.95,4,
14/01/2023 00:00,TOTO,31.5,1,
14/01/2023 00:00,KFC,1.05,5,
14/01/2023 00:00,WSK,287.7,1,
14/01/2023 00:00,US,0,0,
14/01/2023 00:00,VE,0,0,
14/01/2023 00:00,VIN,0,0,
14/01/2023 00:00,WE,0,0,
15/01/2023 00:00,,0,0,
15/01/2023 00:00,,0,0,
15/01/2023 00:00,AUN,0,0,
15/01/2023 00:00,BNR,0,0,
15/01/2023 00:00,BIR,2893.8,13,
15/01/2023 00:00,BS,0,0,
15/01/2023 00:00,BZ,0,0,
15/01/2023 00:00,CCS,0,0,
15/01/2023 00:00,CAD,733.95,20,
15/01/2023 00:00,CG,2602.95,18,
15/01/2023 00:00,CMI,484.05,14,
15/01/2023 00:00,COQ,880.95,13,
15/01/2023 00:00,EC,0,0,
15/01/2023 00:00,EG,0,0,
15/01/2023 00:00,ER,0,0,
15/01/2023 00:00,SFR,0,0,
15/01/2023 00:00,GAE,3772.65,23,
15/01/2023 00:00,GUT,0,0,
15/01/2023 00:00,IQ,0,0,
15/01/2023 00:00,LH,0,0,
15/01/2023 00:00,MIX,70.35,4,
15/01/2023 00:00,PE,0,0,
15/01/2023 00:00,SG,0,0,
15/01/2023 00:00,TOD,365.4,1,
15/01/2023 00:00,TIN,717.15,2,
15/01/2023 00:00,TOR,22.05,4,
15/01/2023 00:00,TOTO,31.5,1,
15/01/2023 00:00,KFC,1.05,5,
15/01/2023 00:00,WSK,287.7,1,
15/01/2023 00:00,US,0,0,
15/01/2023 00:00,VE,0,0,
15/01/2023 00:00,VIN,0,0,
15/01/2023 00:00,WE,0,0,
16/01/2023 00:00,,0,0,
16/01/2023 00:00,,0,0,
16/01/2023 00:00,AUN,0,0,
16/01/2023 00:00,BNR,0,0,
16/01/2023 00:00,BIR,2893.8,13,
16/01/2023 00:00,BS,0,0,
16/01/2023 00:00,BZ,0,0,
16/01/2023 00:00,CCS,0,0,
16/01/2023 00:00,CAD,1090.95,22,
16/01/2023 00:00,CG,2766.75,18,
16/01/2023 00:00,CMI,437.85,13,
16/01/2023 00:00,COQ,882,13,
16/01/2023 00:00,EC,0,0,
16/01/2023 00:00,EG,0,0,
16/01/2023 00:00,ER,0,0,
16/01/2023 00:00,SFR,0,0,
16/01/2023 00:00,GAE,3762.15,23,
16/01/2023 00:00,GUT,0,0,
16/01/2023 00:00,IQ,0,0,
16/01/2023 00:00,LH,0,0,
16/01/2023 00:00,MIX,70.35,4,
16/01/2023 00:00,PE,0,0,
16/01/2023 00:00,SG,0,0,
16/01/2023 00:00,TOD,365.4,1,
16/01/2023 00:00,TIN,717.15,2,
16/01/2023 00:00,TOR,22.05,4,
16/01/2023 00:00,TOTO,31.5,1,
16/01/2023 00:00,KFC,1.05,5,
16/01/2023 00:00,WSK,287.7,1,
16/01/2023 00:00,US,0,0,
16/01/2023 00:00,VE,0,0,
16/01/2023 00:00,VIN,0,0,
16/01/2023 00:00,WE,0,0,
17/01/2023 00:00,,0,0,
17/01/2023 00:00,,0,0,
17/01/2023 00:00,AUN,0,0,
17/01/2023 00:00,BNR,0,0,
17/01/2023 00:00,BIR,2893.8,13,
17/01/2023 00:00,BS,0,0,
17/01/2023 00:00,BZ,0,0,
17/01/2023 00:00,CCS,0,0,
17/01/2023 00:00,CAD,1923.6,20,
17/01/2023 00:00,CG,2774.1,19,
17/01/2023 00:00,CMI,362.25,13,
17/01/2023 00:00,COQ,863.1,12,
17/01/2023 00:00,EC,0,0,
17/01/2023 00:00,EG,0,0,
17/01/2023 00:00,ER,0,0,
17/01/2023 00:00,SFR,0,0,
17/01/2023 00:00,GAE,3762.15,23,
17/01/2023 00:00,GUT,0,0,
17/01/2023 00:00,IQ,0,0,
17/01/2023 00:00,LH,0,0,
17/01/2023 00:00,MIX,84,4,
17/01/2023 00:00,PE,0,0,
17/01/2023 00:00,SG,0,0,
17/01/2023 00:00,TOD,365.4,1,
17/01/2023 00:00,TIN,717.15,2,
17/01/2023 00:00,TOR,22.05,4,
17/01/2023 00:00,TOTO,31.5,1,
17/01/2023 00:00,KFC,1.05,5,
17/01/2023 00:00,WSK,287.7,1,
17/01/2023 00:00,US,0,0,
17/01/2023 00:00,VE,0,0,
17/01/2023 00:00,VIN,0,0,
17/01/2023 00:00,WE,0,0,
18/01/2023 00:00,,0,0,
18/01/2023 00:00,,0,0,
18/01/2023 00:00,AUN,0,0,
18/01/2023 00:00,BNR,0,0,
18/01/2023 00:00,BIR,2893.8,13,
18/01/2023 00:00,BS,0,0,
18/01/2023 00:00,BZ,0,0,
18/01/2023 00:00,CCS,0,0,
18/01/2023 00:00,CAD,1225.35,22,
18/01/2023 00:00,CG,2784.6,18,
18/01/2023 00:00,CMI,569.1,13,
18/01/2023 00:00,COQ,842.1,11,
18/01/2023 00:00,EC,0,0,
18/01/2023 00:00,EG,0,0,
18/01/2023 00:00,ER,0,0,
18/01/2023 00:00,SFR,0,0,
18/01/2023 00:00,GAE,3130.05,17,
18/01/2023 00:00,GUT,0,0,
18/01/2023 00:00,IQ,0,0,
18/01/2023 00:00,LH,0,0,
18/01/2023 00:00,MIX,70.35,4,
18/01/2023 00:00,PE,0,0,
18/01/2023 00:00,SG,0,0,
18/01/2023 00:00,TOD,365.4,1,
18/01/2023 00:00,TIN,717.15,2,
18/01/2023 00:00,TOR,22.05,4,
18/01/2023 00:00,TOTO,31.5,1,
18/01/2023 00:00,KFC,1.05,5,
18/01/2023 00:00,WSK,287.7,1,
18/01/2023 00:00,US,0,0,
18/01/2023 00:00,VE,0,0,
18/01/2023 00:00,VIN,0,0,
18/01/2023 00:00,WE,0,0,
19/01/2023 00:00,,0,0,
19/01/2023 00:00,,0,0,
19/01/2023 00:00,AUN,0,0,
19/01/2023 00:00,BNR,0,0,
19/01/2023 00:00,BIR,2893.8,13,
19/01/2023 00:00,BS,0,0,
19/01/2023 00:00,BZ,0,0,
19/01/2023 00:00,CCS,0,0,
19/01/2023 00:00,CAD,1149.75,23,
19/01/2023 00:00,CG,2531.55,18,
19/01/2023 00:00,CMI,295.05,13,
19/01/2023 00:00,COQ,844.2,11,
19/01/2023 00:00,EC,0,0,
19/01/2023 00:00,EG,0,0,
19/01/2023 00:00,ER,0,0,
19/01/2023 00:00,SFR,0,0,
19/01/2023 00:00,GAE,2604,13,
19/01/2023 00:00,GUT,0,0,
19/01/2023 00:00,IQ,0,0,
19/01/2023 00:00,LH,0,0,
19/01/2023 00:00,MIX,70.35,4,
19/01/2023 00:00,PE,0,0,
19/01/2023 00:00,SG,0,0,
19/01/2023 00:00,TOD,365.4,1,
19/01/2023 00:00,TIN,717.15,2,
19/01/2023 00:00,TOR,22.05,4,
19/01/2023 00:00,TOTO,31.5,1,
19/01/2023 00:00,KFC,1.05,5,
19/01/2023 00:00,WSK,287.7,1,
19/01/2023 00:00,US,0,0,
19/01/2023 00:00,VE,0,0,
19/01/2023 00:00,VIN,0,0,
19/01/2023 00:00,WE,0,0,
20/01/2023 00:00,,0,0,
20/01/2023 00:00,,0,0,
20/01/2023 00:00,AUN,0,0,
20/01/2023 00:00,BNR,0,0,
20/01/2023 00:00,BIR,2893.8,13,
20/01/2023 00:00,BS,0,0,
20/01/2023 00:00,BZ,0,0,
20/01/2023 00:00,CCS,0,0,
20/01/2023 00:00,CAD,935.55,23,
20/01/2023 00:00,CG,2562,17,
20/01/2023 00:00,CMI,355.95,14,
20/01/2023 00:00,COQ,851.55,12,
20/01/2023 00:00,EC,0,0,
20/01/2023 00:00,EG,0,0,
20/01/2023 00:00,ER,0,0,
20/01/2023 00:00,SFR,0,0,
20/01/2023 00:00,GAE,2471.7,13,
20/01/2023 00:00,GUT,0,0,
20/01/2023 00:00,IQ,0,0,
20/01/2023 00:00,LH,0,0,
20/01/2023 00:00,MIX,70.35,4,
20/01/2023 00:00,PE,0,0,
20/01/2023 00:00,SG,0,0,
20/01/2023 00:00,TOD,365.4,1,
20/01/2023 00:00,TIN,717.15,2,
20/01/2023 00:00,TOR,30.45,4,
20/01/2023 00:00,TOTO,31.5,1,
20/01/2023 00:00,KFC,1.05,5,
20/01/2023 00:00,WSK,287.7,1,
20/01/2023 00:00,US,0,0,
20/01/2023 00:00,VE,0,0,
20/01/2023 00:00,VIN,0,0,
20/01/2023 00:00,WE,0,0,
21/01/2023 00:00,,0,0,
21/01/2023 00:00,,0,0,
21/01/2023 00:00,AUN,0,0,
21/01/2023 00:00,BNR,0,0,
21/01/2023 00:00,BIR,2770.95,12,
21/01/2023 00:00,BS,0,0,
21/01/2023 00:00,BZ,0,0,
21/01/2023 00:00,CCS,0,0,
21/01/2023 00:00,CAD,1176,25,
21/01/2023 00:00,CG,2279.55,18,
21/01/2023 00:00,CMI,339.15,14,
21/01/2023 00:00,COQ,851.55,12,
21/01/2023 00:00,EC,0,0,
21/01/2023 00:00,EG,0,0,
21/01/2023 00:00,ER,0,0,
21/01/2023 00:00,SFR,0,0,
21/01/2023 00:00,GAE,2471.7,14,
21/01/2023 00:00,GUT,0,0,
21/01/2023 00:00,IQ,0,0,
21/01/2023 00:00,LH,0,0,
21/01/2023 00:00,MIX,70.35,4,
21/01/2023 00:00,PE,0,0,
21/01/2023 00:00,SG,0,0,
21/01/2023 00:00,TOD,365.4,1,
21/01/2023 00:00,TIN,717.15,2,
21/01/2023 00:00,TOR,81.9,4,
