date,Subsidiary,Oil losses (bopd),Wells WWO,
30/06/2023 00:00,TIN,357,1,
30/06/2023 00:00,TOR,53.55,2,
30/06/2023 00:00,TOTO,31.5,1,
30/06/2023 00:00,KFC,1.05,1,
30/06/2023 00:00,WSK,0,0,
30/06/2023 00:00,US,0,0,
30/06/2023 00:00,VE,0,0,
30/06/2023 00:00,VIN,0,0,
30/06/2023 00:00,WE,0,0,
01/07/2023 00:00,,0,0,
01/07/2023 00:00,,0,0,
01/07/2023 00:00,AUN,0,0,
01/07/2023 00:00,BNR,0,0,
01/07/2023 00:00,BIR,1505.7,8,
01/07/2023 00:00,BS,0,0,
01/07/2023 00:00,BZ,0,0,
01/07/2023 00:00,CCS,0,0,
01/07/2023 00:00,CAD,930.3,30,
01/07/2023 00:00,CG,2369.85,23,
01/07/2023 00:00,CMI,411.6,13,
01/07/2023 00:00,COQ,1124.55,23,
01/07/2023 00:00,EC,0,0,
01/07/2023 00:00,EG,0,0,
01/07/2023 00:00,ER,0,0,
01/07/2023 00:00,SFR,0,0,
01/07/2023 00:00,GAE,3010.35,22,
01/07/2023 00:00,GUT,0,0,
01/07/2023 00:00,IQ,0,0,
01/07/2023 00:00,LH,0,0,
01/07/2023 00:00,MIX,343.35,6,
01/07/2023 00:00,PE,0,0,
01/07/2023 00:00,SG,0,0,
01/07/2023 00:00,TOD,771.75,6,
01/07/2023 00:00,TIN,357,1,
01/07/2023 00:00,TOR,56.7,2,
01/07/2023 00:00,TOTO,31.5,1,
01/07/2023 00:00,KFC,1.05,2,
01/07/2023 00:00,WSK,0,0,
01/07/2023 00:00,US,0,0,
01/07/2023 00:00,VE,0,0,
01/07/2023 00:00,VIN,0,0,
01/07/2023 00:00,WE,0,0,
02/07/2023 00:00,,0,0,
02/07/2023 00:00,,0,0,
02/07/2023 00:00,AUN,0,0,
02/07/2023 00:00,BNR,0,0,
02/07/2023 00:00,BIR,1505.7,8,
02/07/2023 00:00,BS,0,0,
02/07/2023 00:00,BZ,0,0,
02/07/2023 00:00,CCS,0,0,
02/07/2023 00:00,CAD,1045.8,31,
02/07/2023 00:00,CG,2257.5,23,
02/07/2023 00:00,CMI,826.35,13,
02/07/2023 00:00,COQ,1098.3,23,
02/07/2023 00:00,EC,0,0,
02/07/2023 00:00,EG,0,0,
02/07/2023 00:00,ER,0,0,
02/07/2023 00:00,SFR,0,0,
02/07/2023 00:00,GAE,3412.5,24,
02/07/2023 00:00,GUT,0,0,
02/07/2023 00:00,IQ,0,0,
02/07/2023 00:00,LH,0,0,
02/07/2023 00:00,MIX,343.35,6,
02/07/2023 00:00,PE,0,0,
02/07/2023 00:00,SG,0,0,
02/07/2023 00:00,TOD,801.15,6,
02/07/2023 00:00,TIN,357,1,
02/07/2023 00:00,TOR,61.95,5,
02/07/2023 00:00,TOTO,31.5,1,
02/07/2023 00:00,KFC,1.05,2,
02/07/2023 00:00,WSK,0,0,
02/07/2023 00:00,US,0,0,
02/07/2023 00:00,VE,0,0,
02/07/2023 00:00,VIN,0,0,
02/07/2023 00:00,WE,0,0,
03/07/2023 00:00,,0,0,
03/07/2023 00:00,,0,0,
03/07/2023 00:00,AUN,0,0,
03/07/2023 00:00,BNR,0,0,
03/07/2023 00:00,BIR,1505.7,8,
03/07/2023 00:00,BS,0,0,
03/07/2023 00:00,BZ,0,0,
03/07/2023 00:00,CCS,0,0,
03/07/2023 00:00,CAD,1321.95,34,
03/07/2023 00:00,CG,2247,23,
03/07/2023 00:00,CMI,1212.75,16,
03/07/2023 00:00,COQ,1129.8,20,
03/07/2023 00:00,EC,0,0,
03/07/2023 00:00,EG,0,0,
03/07/2023 00:00,ER,0,0,
03/07/2023 00:00,SFR,0,0,
03/07/2023 00:00,GAE,3502.8,25,
03/07/2023 00:00,GUT,0,0,
03/07/2023 00:00,IQ,0,0,
03/07/2023 00:00,LH,0,0,
03/07/2023 00:00,MIX,343.35,6,
03/07/2023 00:00,PE,0,0,
03/07/2023 00:00,SG,0,0,
03/07/2023 00:00,TOD,771.75,6,
03/07/2023 00:00,TIN,357,1,
03/07/2023 00:00,TOR,17.85,1,
03/07/2023 00:00,TOTO,31.5,1,
03/07/2023 00:00,KFC,1.05,2,
03/07/2023 00:00,WSK,0,0,
03/07/2023 00:00,US,0,0,
03/07/2023 00:00,VE,0,0,
03/07/2023 00:00,VIN,0,0,
03/07/2023 00:00,WE,0,0,
04/07/2023 00:00,,0,0,
04/07/2023 00:00,,0,0,
04/07/2023 00:00,AUN,0,0,
04/07/2023 00:00,BNR,0,0,
04/07/2023 00:00,BIR,1505.7,8,
04/07/2023 00:00,BS,0,0,
04/07/2023 00:00,BZ,0,0,
04/07/2023 00:00,CCS,0,0,
04/07/2023 00:00,CAD,1289.4,32,
04/07/2023 00:00,CG,2344.65,24,
04/07/2023 00:00,CMI,1212.75,16,
04/07/2023 00:00,COQ,1150.8,22,
04/07/2023 00:00,EC,0,0,
04/07/2023 00:00,EG,0,0,
04/07/2023 00:00,ER,0,0,
04/07/2023 00:00,SFR,0,0,
04/07/2023 00:00,GAE,3502.8,25,
04/07/2023 00:00,GUT,0,0,
04/07/2023 00:00,IQ,0,0,
04/07/2023 00:00,LH,0,0,
04/07/2023 00:00,MIX,343.35,6,
04/07/2023 00:00,PE,0,0,
04/07/2023 00:00,SG,0,0,
04/07/2023 00:00,TOD,771.75,6,
04/07/2023 00:00,TIN,357,1,
04/07/2023 00:00,TOR,12.6,1,
04/07/2023 00:00,TOTO,31.5,1,
04/07/2023 00:00,KFC,1.05,2,
04/07/2023 00:00,WSK,0,0,
04/07/2023 00:00,US,0,0,
04/07/2023 00:00,VE,0,0,
04/07/2023 00:00,VIN,0,0,
04/07/2023 00:00,WE,0,0,
05/07/2023 00:00,,0,0,
05/07/2023 00:00,,0,0,
05/07/2023 00:00,AUN,0,0,
05/07/2023 00:00,BNR,0,0,
05/07/2023 00:00,BIR,1505.7,8,
05/07/2023 00:00,BS,0,0,
05/07/2023 00:00,BZ,0,0,
05/07/2023 00:00,CCS,0,0,
05/07/2023 00:00,CAD,1092,31,
05/07/2023 00:00,CG,2586.15,24,
05/07/2023 00:00,CMI,1212.75,16,
05/07/2023 00:00,COQ,1150.8,23,
05/07/2023 00:00,EC,0,0,
05/07/2023 00:00,EG,0,0,
05/07/2023 00:00,ER,0,0,
05/07/2023 00:00,SFR,0,0,
05/07/2023 00:00,GAE,3457.65,24,
05/07/2023 00:00,GUT,0,0,
05/07/2023 00:00,IQ,0,0,
05/07/2023 00:00,LH,0,0,
05/07/2023 00:00,MIX,343.35,6,
05/07/2023 00:00,PE,0,0,
05/07/2023 00:00,SG,0,0,
05/07/2023 00:00,TOD,771.75,6,
05/07/2023 00:00,TIN,357,1,
05/07/2023 00:00,TOR,12.6,1,
05/07/2023 00:00,TOTO,31.5,1,
05/07/2023 00:00,KFC,1.05,2,
05/07/2023 00:00,WSK,0,0,
05/07/2023 00:00,US,0,0,
05/07/2023 00:00,VE,0,0,
05/07/2023 00:00,VIN,0,0,
05/07/2023 00:00,WE,0,0,
06/07/2023 00:00,,0,0,
06/07/2023 00:00,,0,0,
06/07/2023 00:00,AUN,0,0,
06/07/2023 00:00,BNR,0,0,
06/07/2023 00:00,BIR,1505.7,8,
06/07/2023 00:00,BS,0,0,
06/07/2023 00:00,BZ,0,0,
06/07/2023 00:00,CCS,0,0,
06/07/2023 00:00,CAD,1128.75,31,
06/07/2023 00:00,CG,2684.85,25,
06/07/2023 00:00,CMI,1212.75,16,
06/07/2023 00:00,COQ,1150.8,23,
06/07/2023 00:00,EC,0,0,
06/07/2023 00:00,EG,0,0,
06/07/2023 00:00,ER,0,0,
06/07/2023 00:00,SFR,0,0,
06/07/2023 00:00,GAE,3413.55,24,
06/07/2023 00:00,GUT,267.75,1,
06/07/2023 00:00,IQ,0,0,
06/07/2023 00:00,LH,0,0,
06/07/2023 00:00,MIX,343.35,6,
06/07/2023 00:00,PE,0,0,
06/07/2023 00:00,SG,0,0,
06/07/2023 00:00,TOD,771.75,6,
06/07/2023 00:00,TIN,357,1,
06/07/2023 00:00,TOR,37.8,1,
06/07/2023 00:00,TOTO,102.9,1,
06/07/2023 00:00,KFC,1.05,4,
06/07/2023 00:00,WSK,0,0,
06/07/2023 00:00,US,0,0,
06/07/2023 00:00,VE,0,0,
06/07/2023 00:00,VIN,0,0,
06/07/2023 00:00,WE,0,0,
07/07/2023 00:00,,0,0,
07/07/2023 00:00,,0,0,
07/07/2023 00:00,AUN,0,0,
07/07/2023 00:00,BNR,0,0,
07/07/2023 00:00,BIR,1505.7,8,
07/07/2023 00:00,BS,0,0,
07/07/2023 00:00,BZ,0,0,
07/07/2023 00:00,CCS,0,0,
07/07/2023 00:00,CAD,1080.45,32,
07/07/2023 00:00,CG,2676.45,24,
07/07/2023 00:00,CMI,1212.75,16,
07/07/2023 00:00,COQ,1150.8,23,
07/07/2023 00:00,EC,0,0,
07/07/2023 00:00,EG,0,0,
07/07/2023 00:00,ER,0,0,
07/07/2023 00:00,SFR,0,0,
07/07/2023 00:00,GAE,3719.1,24,
07/07/2023 00:00,GUT,267.75,1,
07/07/2023 00:00,IQ,0,0,
07/07/2023 00:00,LH,0,0,
07/07/2023 00:00,MIX,66.15,4,
07/07/2023 00:00,PE,0,0,
07/07/2023 00:00,SG,0,0,
07/07/2023 00:00,TOD,654.15,5,
07/07/2023 00:00,TIN,357,1,
07/07/2023 00:00,TOR,51.45,2,
07/07/2023 00:00,TOTO,126,2,
07/07/2023 00:00,KFC,1.05,2,
07/07/2023 00:00,WSK,0,0,
07/07/2023 00:00,US,0,0,
07/07/2023 00:00,VE,0,0,
07/07/2023 00:00,VIN,0,0,
07/07/2023 00:00,WE,0,0,
08/07/2023 00:00,,0,0,
08/07/2023 00:00,,0,0,
08/07/2023 00:00,AUN,0,0,
08/07/2023 00:00,BNR,0,0,
08/07/2023 00:00,BIR,2095.8,10,
08/07/2023 00:00,BS,0,0,
08/07/2023 00:00,BZ,0,0,
08/07/2023 00:00,CCS,0,0,
08/07/2023 00:00,CAD,1054.2,32,
08/07/2023 00:00,CG,2358.3,23,
08/07/2023 00:00,CMI,1164.45,14,
08/07/2023 00:00,COQ,940.8,22,
08/07/2023 00:00,EC,0,0,
08/07/2023 00:00,EG,0,0,
08/07/2023 00:00,ER,0,0,
08/07/2023 00:00,SFR,0,0,
08/07/2023 00:00,GAE,3637.2,23,
08/07/2023 00:00,GUT,267.75,1,
08/07/2023 00:00,IQ,0,0,
08/07/2023 00:00,LH,0,0,
08/07/2023 00:00,MIX,57.75,4,
08/07/2023 00:00,PE,0,0,
08/07/2023 00:00,SG,0,0,
08/07/2023 00:00,TOD,654.15,5,
08/07/2023 00:00,TIN,357,1,
08/07/2023 00:00,TOR,51.45,2,
08/07/2023 00:00,TOTO,126,2,
08/07/2023 00:00,KFC,1.05,2,
08/07/2023 00:00,WSK,0,0,
08/07/2023 00:00,US,0,0,
08/07/2023 00:00,VE,0,0,
08/07/2023 00:00,VIN,0,0,
08/07/2023 00:00,WE,0,0,
09/07/2023 00:00,,0,0,
09/07/2023 00:00,,0,0,
09/07/2023 00:00,AUN,0,0,
09/07/2023 00:00,BNR,0,0,
09/07/2023 00:00,BIR,2009.7,8,
09/07/2023 00:00,BS,0,0,
09/07/2023 00:00,BZ,0,0,
09/07/2023 00:00,CCS,0,0,
09/07/2023 00:00,CAD,979.65,31,
09/07/2023 00:00,CG,2113.65,24,
09/07/2023 00:00,CMI,1117.2,14,
09/07/2023 00:00,COQ,979.65,23,
09/07/2023 00:00,EC,0,0,
09/07/2023 00:00,EG,0,0,
09/07/2023 00:00,ER,0,0,
09/07/2023 00:00,SFR,0,0,
09/07/2023 00:00,GAE,3005.1,19,
09/07/2023 00:00,GUT,267.75,1,
09/07/2023 00:00,IQ,0,0,
09/07/2023 00:00,LH,0,0,
09/07/2023 00:00,MIX,57.75,4,
09/07/2023 00:00,PE,0,0,
09/07/2023 00:00,SG,0,0,
09/07/2023 00:00,TOD,771.75,6,
09/07/2023 00:00,TIN,357,1,
09/07/2023 00:00,TOR,51.45,2,
09/07/2023 00:00,TOTO,126,2,
09/07/2023 00:00,KFC,1.05,2,
09/07/2023 00:00,WSK,0,0,
09/07/2023 00:00,US,0,0,
09/07/2023 00:00,VE,0,0,
09/07/2023 00:00,VIN,0,0,
09/07/2023 00:00,WE,0,0,
10/07/2023 00:00,,0,0,
10/07/2023 00:00,,0,0,
10/07/2023 00:00,AUN,0,0,
10/07/2023 00:00,BNR,0,0,
10/07/2023 00:00,BIR,1505.7,8,
10/07/2023 00:00,BS,0,0,
10/07/2023 00:00,BZ,0,0,
10/07/2023 00:00,CCS,0,0,
10/07/2023 00:00,CAD,862.05,28,
10/07/2023 00:00,CG,1958.25,23,
10/07/2023 00:00,CMI,1117.2,14,
10/07/2023 00:00,COQ,1008,24,
10/07/2023 00:00,EC,0,0,
10/07/2023 00:00,EG,0,0,
10/07/2023 00:00,ER,0,0,
10/07/2023 00:00,SFR,0,0,
10/07/2023 00:00,GAE,1726.2,19,
10/07/2023 00:00,GUT,267.75,1,
10/07/2023 00:00,IQ,0,0,
10/07/2023 00:00,LH,0,0,
10/07/2023 00:00,MIX,57.75,4,
10/07/2023 00:00,PE,0,0,
10/07/2023 00:00,SG,0,0,
10/07/2023 00:00,TOD,0,0,
10/07/2023 00:00,TIN,357,1,
10/07/2023 00:00,TOR,51.45,2,
10/07/2023 00:00,TOTO,126,2,
10/07/2023 00:00,KFC,1.05,1,
10/07/2023 00:00,WSK,0,0,
10/07/2023 00:00,US,0,0,
10/07/2023 00:00,VE,0,0,
10/07/2023 00:00,VIN,0,0,
10/07/2023 00:00,WE,0,0,
11/07/2023 00:00,,0,0,
11/07/2023 00:00,,0,0,
11/07/2023 00:00,AUN,0,0,
11/07/2023 00:00,BNR,0,0,
11/07/2023 00:00,BIR,1481.55,7,
11/07/2023 00:00,BS,0,0,
11/07/2023 00:00,BZ,0,0,
11/07/2023 00:00,CCS,0,0,
11/07/2023 00:00,CAD,957.6,30,
11/07/2023 00:00,CG,1936.2,22,
11/07/2023 00:00,CMI,1117.2,14,
11/07/2023 00:00,COQ,1148.7,26,
11/07/2023 00:00,EC,0,0,
11/07/2023 00:00,EG,0,0,
11/07/2023 00:00,ER,0,0,
11/07/2023 00:00,SFR,0,0,
11/07/2023 00:00,GAE,1726.2,19,
11/07/2023 00:00,GUT,267.75,1,
11/07/2023 00:00,IQ,0,0,
11/07/2023 00:00,LH,0,0,
11/07/2023 00:00,MIX,95.55,4,
11/07/2023 00:00,PE,0,0,
11/07/2023 00:00,SG,0,0,
11/07/2023 00:00,TOD,654.15,5,
11/07/2023 00:00,TIN,357,1,
11/07/2023 00:00,TOR,51.45,2,
11/07/2023 00:00,TOTO,126,2,
11/07/2023 00:00,KFC,1.05,1,
11/07/2023 00:00,WSK,0,0,
11/07/2023 00:00,US,0,0,
11/07/2023 00:00,VE,0,0,
11/07/2023 00:00,VIN,0,0,
11/07/2023 00:00,WE,0,0,
12/07/2023 00:00,,0,0,
12/07/2023 00:00,,0,0,
12/07/2023 00:00,AUN,0,0,
12/07/2023 00:00,BNR,0,0,
12/07/2023 00:00,BIR,1414.35,7,
12/07/2023 00:00,BS,0,0,
12/07/2023 00:00,BZ,0,0,
12/07/2023 00:00,CCS,0,0,
12/07/2023 00:00,CAD,883.05,30,
12/07/2023 00:00,CG,1908.9,22,
12/07/2023 00:00,CMI,1117.2,14,
12/07/2023 00:00,COQ,1106.7,25,
12/07/2023 00:00,EC,0,0,
12/07/2023 00:00,EG,0,0,
12/07/2023 00:00,ER,0,0,
12/07/2023 00:00,SFR,0,0,
12/07/2023 00:00,GAE,1921.5,19,
12/07/2023 00:00,GUT,0,0,
12/07/2023 00:00,IQ,0,0,
12/07/2023 00:00,LH,0,0,
12/07/2023 00:00,MIX,107.1,5,
12/07/2023 00:00,PE,0,0,
12/07/2023 00:00,SG,0,0,
12/07/2023 00:00,TOD,654.15,5,
12/07/2023 00:00,TIN,357,1,
12/07/2023 00:00,TOR,51.45,2,
12/07/2023 00:00,TOTO,126,2,
12/07/2023 00:00,KFC,1.05,1,
12/07/2023 00:00,WSK,0,0,
12/07/2023 00:00,US,0,0,
12/07/2023 00:00,VE,0,0,
12/07/2023 00:00,VIN,0,0,
12/07/2023 00:00,WE,0,0,
13/07/2023 00:00,,0,0,
13/07/2023 00:00,,0,0,
13/07/2023 00:00,AUN,0,0,
13/07/2023 00:00,BNR,0,0,
13/07/2023 00:00,BIR,2361.45,8,
13/07/2023 00:00,BS,0,0,
13/07/2023 00:00,BZ,0,0,
13/07/2023 00:00,CCS,0,0,
13/07/2023 00:00,CAD,842.1,29,
13/07/2023 00:00,CG,1972.95,22,
13/07/2023 00:00,CMI,1117.2,14,
13/07/2023 00:00,COQ,1093.05,25,
13/07/2023 00:00,EC,0,0,
13/07/2023 00:00,EG,0,0,
13/07/2023 00:00,ER,0,0,
13/07/2023 00:00,SFR,0,0,
13/07/2023 00:00,GAE,2034.9,19,
13/07/2023 00:00,GUT,143.85,1,
13/07/2023 00:00,IQ,0,0,
13/07/2023 00:00,LH,0,0,
13/07/2023 00:00,MIX,107.1,5,
13/07/2023 00:00,PE,0,0,
13/07/2023 00:00,SG,0,0,
13/07/2023 00:00,TOD,654.15,5,
13/07/2023 00:00,TIN,357,1,
13/07/2023 00:00,TOR,21,4,
13/07/2023 00:00,TOTO,126,2,
13/07/2023 00:00,KFC,0,0,
13/07/2023 00:00,WSK,0,0,
13/07/2023 00:00,US,0,0,
13/07/2023 00:00,VE,0,0,
13/07/2023 00:00,VIN,0,0,
13/07/2023 00:00,WE,0,0,
14/07/2023 00:00,,0,0,
14/07/2023 00:00,,0,0,
14/07/2023 00:00,AUN,0,0,
14/07/2023 00:00,BNR,0,0,
14/07/2023 00:00,BIR,2361.45,8,
14/07/2023 00:00,BS,0,0,
14/07/2023 00:00,BZ,0,0,
14/07/2023 00:00,CCS,0,0,
14/07/2023 00:00,CAD,794.85,29,
14/07/2023 00:00,CG,2117.85,22,
14/07/2023 00:00,CMI,1117.2,14,
14/07/2023 00:00,COQ,1009.05,23,
14/07/2023 00:00,EC,0,0,
14/07/2023 00:00,EG,0,0,
14/07/2023 00:00,ER,0,0,
14/07/2023 00:00,SFR,0,0,
14/07/2023 00:00,GAE,2034.9,18,
14/07/2023 00:00,GUT,143.85,1,
14/07/2023 00:00,IQ,0,0,
14/07/2023 00:00,LH,0,0,
14/07/2023 00:00,MIX,107.1,5,
14/07/2023 00:00,PE,0,0,
14/07/2023 00:00,SG,0,0,
14/07/2023 00:00,TOD,654.15,5,
14/07/2023 00:00,TIN,357,1,
14/07/2023 00:00,TOR,21,4,
14/07/2023 00:00,TOTO,257.25,4,
14/07/2023 00:00,KFC,0,0,
14/07/2023 00:00,WSK,0,0,
14/07/2023 00:00,US,0,0,
14/07/2023 00:00,VE,0,0,
14/07/2023 00:00,VIN,0,0,
14/07/2023 00:00,WE,0,0,
15/07/2023 00:00,,0,0,
15/07/2023 00:00,,0,0,
15/07/2023 00:00,AUN,0,0,
15/07/2023 00:00,BNR,0,0,
15/07/2023 00:00,BIR,2177.7,7,
15/07/2023 00:00,BS,0,0,
15/07/2023 00:00,BZ,0,0,
15/07/2023 00:00,CCS,0,0,
15/07/2023 00:00,CAD,760.2,28,
15/07/2023 00:00,CG,2116.8,22,
15/07/2023 00:00,CMI,1117.2,14,
15/07/2023 00:00,COQ,1029,26,
15/07/2023 00:00,EC,0,0,
15/07/2023 00:00,EG,0,0,
15/07/2023 00:00,ER,0,0,
15/07/2023 00:00,SFR,0,0,
15/07/2023 00:00,GAE,2034.9,18,
15/07/2023 00:00,GUT,143.85,1,
15/07/2023 00:00,IQ,0,0,
15/07/2023 00:00,LH,0,0,
15/07/2023 00:00,MIX,89.25,4,
15/07/2023 00:00,PE,0,0,
15/07/2023 00:00,SG,0,0,
15/07/2023 00:00,TOD,654.15,5,
15/07/2023 00:00,TIN,357,1,
15/07/2023 00:00,TOR,21,2,
15/07/2023 00:00,TOTO,257.25,4,
15/07/2023 00:00,KFC,0,0,
15/07/2023 00:00,WSK,0,0,
15/07/2023 00:00,US,0,0,
15/07/2023 00:00,VE,0,0,
15/07/2023 00:00,VIN,0,0,
15/07/2023 00:00,WE,0,0,
16/07/2023 00:00,,0,0,
16/07/2023 00:00,,0,0,
16/07/2023 00:00,AUN,0,0,
16/07/2023 00:00,BNR,0,0,
16/07/2023 00:00,BIR,1414.35,7,
16/07/2023 00:00,BS,0,0,
16/07/2023 00:00,BZ,0,0,
16/07/2023 00:00,CCS,0,0,
16/07/2023 00:00,CAD,845.25,28,
16/07/2023 00:00,CG,2116.8,22,
16/07/2023 00:00,CMI,1675.8,14,
16/07/2023 00:00,COQ,1010.1,26,
16/07/2023 00:00,EC,0,0,
16/07/2023 00:00,EG,0,0,
16/07/2023 00:00,ER,0,0,
16/07/2023 00:00,SFR,0,0,
16/07/2023 00:00,GAE,1352.4,18,
16/07/2023 00:00,GUT,0,0,
16/07/2023 00:00,IQ,0,0,
16/07/2023 00:00,LH,0,0,
16/07/2023 00:00,MIX,57.75,4,
16/07/2023 00:00,PE,0,0,
16/07/2023 00:00,SG,0,0,
16/07/2023 00:00,TOD,702.45,7,
16/07/2023 00:00,TIN,357,1,
16/07/2023 00:00,TOR,21,2,
16/07/2023 00:00,TOTO,200.55,2,
16/07/2023 00:00,KFC,0,0,
16/07/2023 00:00,WSK,0,0,
16/07/2023 00:00,US,0,0,
16/07/2023 00:00,VE,0,0,
16/07/2023 00:00,VIN,0,0,
16/07/2023 00:00,WE,0,0,
17/07/2023 00:00,,0,0,
17/07/2023 00:00,,0,0,
17/07/2023 00:00,AUN,0,0,
17/07/2023 00:00,BNR,0,0,
17/07/2023 00:00,BIR,1414.35,7,
17/07/2023 00:00,BS,0,0,
17/07/2023 00:00,BZ,0,0,
17/07/2023 00:00,CCS,0,0,
17/07/2023 00:00,CAD,826.35,24,
17/07/2023 00:00,CG,2116.8,22,
17/07/2023 00:00,CMI,1117.2,14,
17/07/2023 00:00,COQ,967.05,24,
17/07/2023 00:00,EC,0,0,
17/07/2023 00:00,EG,0,0,
17/07/2023 00:00,ER,0,0,
17/07/2023 00:00,SFR,0,0,
17/07/2023 00:00,GAE,1375.5,19,
17/07/2023 00:00,GUT,0,0,
17/07/2023 00:00,IQ,0,0,
17/07/2023 00:00,LH,0,0,
17/07/2023 00:00,MIX,98.7,4,
17/07/2023 00:00,PE,0,0,
17/07/2023 00:00,SG,0,0,
17/07/2023 00:00,TOD,702.45,7,
17/07/2023 00:00,TIN,357,1,
17/07/2023 00:00,TOR,21,2,
17/07/2023 00:00,TOTO,162.75,2,
17/07/2023 00:00,KFC,0,0,
17/07/2023 00:00,WSK,0,0,
17/07/2023 00:00,US,0,0,
17/07/2023 00:00,VE,0,0,
17/07/2023 00:00,VIN,0,0,
17/07/2023 00:00,WE,0,0,
18/07/2023 00:00,,0,0,
18/07/2023 00:00,,0,0,
18/07/2023 00:00,AUN,0,0,
18/07/2023 00:00,BNR,0,0,
18/07/2023 00:00,BIR,1936.2,10,
18/07/2023 00:00,BS,0,0,
18/07/2023 00:00,BZ,0,0,
18/07/2023 00:00,CCS,0,0,
18/07/2023 00:00,CAD,1183.35,23,
18/07/2023 00:00,CG,2119.95,22,
18/07/2023 00:00,CMI,1132.95,14,
18/07/2023 00:00,COQ,1089.9,26,
18/07/2023 00:00,EC,0,0,
18/07/2023 00:00,EG,0,0,
18/07/2023 00:00,ER,0,0,
18/07/2023 00:00,SFR,0,0,
18/07/2023 00:00,GAE,1503.6,19,
18/07/2023 00:00,GUT,0,0,
18/07/2023 00:00,IQ,0,0,
18/07/2023 00:00,LH,0,0,
18/07/2023 00:00,MIX,107.1,5,
18/07/2023 00:00,PE,0,0,
18/07/2023 00:00,SG,0,0,
18/07/2023 00:00,TOD,702.45,7,
18/07/2023 00:00,TIN,357,1,
18/07/2023 00:00,TOR,28.35,1,
18/07/2023 00:00,TOTO,162.75,2,
18/07/2023 00:00,KFC,1.05,2,
18/07/2023 00:00,WSK,0,0,
18/07/2023 00:00,US,0,0,
18/07/2023 00:00,VE,0,0,
18/07/2023 00:00,VIN,0,0,
18/07/2023 00:00,WE,0,0,
19/07/2023 00:00,,0,0,
19/07/2023 00:00,,0,0,
19/07/2023 00:00,AUN,0,0,
19/07/2023 00:00,BNR,0,0,
19/07/2023 00:00,BIR,1820.7,8,
19/07/2023 00:00,BS,0,0,
19/07/2023 00:00,BZ,0,0,
19/07/2023 00:00,CCS,0,0,
19/07/2023 00:00,CAD,1244.25,23,
19/07/2023 00:00,CG,2116.8,22,
19/07/2023 00:00,CMI,1132.95,14,
19/07/2023 00:00,COQ,1089.9,25,
19/07/2023 00:00,EC,0,0,
19/07/2023 00:00,EG,0,0,
19/07/2023 00:00,ER,0,0,
19/07/2023 00:00,SFR,0,0,
19/07/2023 00:00,GAE,1481.55,19,
19/07/2023 00:00,GUT,0,0,
19/07/2023 00:00,IQ,0,0,
19/07/2023 00:00,LH,0,0,
19/07/2023 00:00,MIX,57.75,4,
19/07/2023 00:00,PE,0,0,
19/07/2023 00:00,SG,0,0,
19/07/2023 00:00,TOD,702.45,7,
19/07/2023 00:00,TIN,357,1,
19/07/2023 00:00,TOR,44.1,2,
19/07/2023 00:00,TOTO,162.75,2,
19/07/2023 00:00,KFC,1.05,1,
19/07/2023 00:00,WSK,288.75,2,
19/07/2023 00:00,US,0,0,
19/07/2023 00:00,VE,0,0,
19/07/2023 00:00,VIN,0,0,
19/07/2023 00:00,WE,0,0,
20/07/2023 00:00,,0,0,
20/07/2023 00:00,,0,0,
20/07/2023 00:00,AUN,0,0,
20/07/2023 00:00,BNR,0,0,
20/07/2023 00:00,BIR,1825.95,10,
20/07/2023 00:00,BS,0,0,
20/07/2023 00:00,BZ,0,0,
20/07/2023 00:00,CCS,0,0,
20/07/2023 00:00,CAD,1584.45,26,
20/07/2023 00:00,CG,2238.6,22,
20/07/2023 00:00,CMI,1182.3,14,
20/07/2023 00:00,COQ,1089.9,25,
20/07/2023 00:00,EC,0,0,
20/07/2023 00:00,EG,0,0,
20/07/2023 00:00,ER,0,0,
20/07/2023 00:00,SFR,0,0,
20/07/2023 00:00,GAE,2072.7,20,
20/07/2023 00:00,GUT,0,0,
20/07/2023 00:00,IQ,0,0,
20/07/2023 00:00,LH,0,0,
20/07/2023 00:00,MIX,57.75,4,
20/07/2023 00:00,PE,0,0,
20/07/2023 00:00,SG,0,0,
20/07/2023 00:00,TOD,702.45,7,
20/07/2023 00:00,TIN,357,1,
20/07/2023 00:00,TOR,44.1,2,
20/07/2023 00:00,TOTO,162.75,2,
20/07/2023 00:00,KFC,1.05,1,
20/07/2023 00:00,WSK,288.75,2,
20/07/2023 00:00,US,0,0,
20/07/2023 00:00,VE,0,0,
20/07/2023 00:00,VIN,0,0,
20/07/2023 00:00,WE,0,0,
21/07/2023 00:00,,0,0,
21/07/2023 00:00,,0,0,
21/07/2023 00:00,AUN,0,0,
21/07/2023 00:00,BNR,0,0,
21/07/2023 00:00,BIR,1751.4,8,
21/07/2023 00:00,BS,0,0,
21/07/2023 00:00,BZ,0,0,
21/07/2023 00:00,CCS,0,0,
21/07/2023 00:00,CAD,1640.1,29,
21/07/2023 00:00,CG,2731.05,23,
21/07/2023 00:00,CMI,1117.2,14,
21/07/2023 00:00,COQ,1089.9,25,
21/07/2023 00:00,EC,0,0,
21/07/2023 00:00,EG,0,0,
21/07/2023 00:00,ER,0,0,
21/07/2023 00:00,SFR,0,0,
21/07/2023 00:00,GAE,1925.7,19,
21/07/2023 00:00,GUT,0,0,
21/07/2023 00:00,IQ,0,0,
21/07/2023 00:00,LH,0,0,
