date,Subsidiary,Oil losses (bopd),Wells WWO
2023-03-27 00:00:00,ER,,0
2023-03-27 00:00:00,FR,,0
2023-03-27 00:00:00,GA,1819,14
2023-03-27 00:00:00,GT,,0
2023-03-27 00:00:00,IQ,,0
2023-03-27 00:00:00,LH,,0
2023-03-27 00:00:00,MX,97,4
2023-03-27 00:00:00,PE,,0
2023-03-27 00:00:00,SG,,0
2023-03-27 00:00:00,TD,652,3
2023-03-27 00:00:00,TN,528,1
2023-03-27 00:00:00,TR,11,1
2023-03-27 00:00:00,TT,30,1
2023-03-27 00:00:00,UKS,1,3
2023-03-27 00:00:00,UKW,,0
2023-03-27 00:00:00,US,,0
2023-03-27 00:00:00,VE,,0
2023-03-27 00:00:00,VN,,0
2023-03-27 00:00:00,WE,,0
2023-03-28 00:00:00,,,0
2023-03-28 00:00:00,"",,0
2023-03-28 00:00:00,AU,,0
2023-03-28 00:00:00,BN,,0
2023-03-28 00:00:00,BR,1931,8
2023-03-28 00:00:00,BS,,0
2023-03-28 00:00:00,BZ,,0
2023-03-28 00:00:00,CCS,,0
2023-03-28 00:00:00,CD,532,26
2023-03-28 00:00:00,CG,5129,24
2023-03-28 00:00:00,CM,266,11
2023-03-28 00:00:00,CO,1180,14
2023-03-28 00:00:00,EC,,0
2023-03-28 00:00:00,EG,,0
2023-03-28 00:00:00,ER,,0
2023-03-28 00:00:00,FR,,0
2023-03-28 00:00:00,GA,2163,15
2023-03-28 00:00:00,GT,,0
2023-03-28 00:00:00,IQ,,0
2023-03-28 00:00:00,LH,,0
2023-03-28 00:00:00,MX,97,4
2023-03-28 00:00:00,PE,,0
2023-03-28 00:00:00,SG,,0
2023-03-28 00:00:00,TD,652,3
2023-03-28 00:00:00,TN,528,1
2023-03-28 00:00:00,TR,15,1
2023-03-28 00:00:00,TT,30,1
2023-03-28 00:00:00,UKS,1,3
2023-03-28 00:00:00,UKW,,0
2023-03-28 00:00:00,US,,0
2023-03-28 00:00:00,VE,,0
2023-03-28 00:00:00,VN,,0
2023-03-28 00:00:00,WE,,0
2023-03-29 00:00:00,,,0
2023-03-29 00:00:00,"",,0
2023-03-29 00:00:00,AU,,0
2023-03-29 00:00:00,BN,,0
2023-03-29 00:00:00,BR,1728,8
2023-03-29 00:00:00,BS,,0
2023-03-29 00:00:00,BZ,,0
2023-03-29 00:00:00,CCS,,0
2023-03-29 00:00:00,CD,554,26
2023-03-29 00:00:00,CG,5560,25
2023-03-29 00:00:00,CM,288,12
2023-03-29 00:00:00,CO,1170,14
2023-03-29 00:00:00,EC,,0
2023-03-29 00:00:00,EG,,0
2023-03-29 00:00:00,ER,,0
2023-03-29 00:00:00,FR,,0
2023-03-29 00:00:00,GA,2410,15
2023-03-29 00:00:00,GT,,0
2023-03-29 00:00:00,IQ,,0
2023-03-29 00:00:00,LH,,0
2023-03-29 00:00:00,MX,97,4
2023-03-29 00:00:00,PE,,0
2023-03-29 00:00:00,SG,,0
2023-03-29 00:00:00,TD,652,3
2023-03-29 00:00:00,TN,528,1
2023-03-29 00:00:00,TR,24,2
2023-03-29 00:00:00,TT,30,1
2023-03-29 00:00:00,UKS,1,4
2023-03-29 00:00:00,UKW,,0
2023-03-29 00:00:00,US,,0
2023-03-29 00:00:00,VE,,0
2023-03-29 00:00:00,VN,,0
2023-03-29 00:00:00,WE,,0
2023-03-30 00:00:00,,,0
2023-03-30 00:00:00,"",,0
2023-03-30 00:00:00,AU,,0
2023-03-30 00:00:00,BN,,0
2023-03-30 00:00:00,BR,1728,8
2023-03-30 00:00:00,BS,,0
2023-03-30 00:00:00,BZ,,0
2023-03-30 00:00:00,CCS,,0
2023-03-30 00:00:00,CD,519,25
2023-03-30 00:00:00,CG,6104,24
2023-03-30 00:00:00,CM,288,12
2023-03-30 00:00:00,CO,1167,13
2023-03-30 00:00:00,EC,,0
2023-03-30 00:00:00,EG,,0
2023-03-30 00:00:00,ER,,0
2023-03-30 00:00:00,FR,,0
2023-03-30 00:00:00,GA,1825,14
2023-03-30 00:00:00,GT,,0
2023-03-30 00:00:00,IQ,,0
2023-03-30 00:00:00,LH,,0
2023-03-30 00:00:00,MX,114,5
2023-03-30 00:00:00,PE,,0
2023-03-30 00:00:00,SG,,0
2023-03-30 00:00:00,TD,668,4
2023-03-30 00:00:00,TN,528,1
2023-03-30 00:00:00,TR,97,3
2023-03-30 00:00:00,TT,30,1
2023-03-30 00:00:00,UKS,1,3
2023-03-30 00:00:00,UKW,60,1
2023-03-30 00:00:00,US,,0
2023-03-30 00:00:00,VE,,0
2023-03-30 00:00:00,VN,,0
2023-03-30 00:00:00,WE,,0
2023-03-31 00:00:00,,,0
2023-03-31 00:00:00,"",,0
2023-03-31 00:00:00,AU,,0
2023-03-31 00:00:00,BN,,0
2023-03-31 00:00:00,BR,1582,7
2023-03-31 00:00:00,BS,,0
2023-03-31 00:00:00,BZ,,0
2023-03-31 00:00:00,CCS,,0
2023-03-31 00:00:00,CD,885,27
2023-03-31 00:00:00,CG,4777,17
2023-03-31 00:00:00,CM,288,12
2023-03-31 00:00:00,CO,1041,11
2023-03-31 00:00:00,EC,,0
2023-03-31 00:00:00,EG,,0
2023-03-31 00:00:00,ER,,0
2023-03-31 00:00:00,FR,,0
2023-03-31 00:00:00,GA,2111,14
2023-03-31 00:00:00,GT,,0
2023-03-31 00:00:00,IQ,,0
2023-03-31 00:00:00,LH,,0
2023-03-31 00:00:00,MX,114,5
2023-03-31 00:00:00,PE,,0
2023-03-31 00:00:00,SG,,0
2023-03-31 00:00:00,TD,668,4
2023-03-31 00:00:00,TN,528,1
2023-03-31 00:00:00,TR,97,3
2023-03-31 00:00:00,TT,30,1
2023-03-31 00:00:00,UKS,1,3
2023-03-31 00:00:00,UKW,60,1
2023-03-31 00:00:00,US,,0
2023-03-31 00:00:00,VE,,0
2023-03-31 00:00:00,VN,,0
2023-03-31 00:00:00,WE,,0
2023-04-01 00:00:00,,,0
2023-04-01 00:00:00,"",,0
2023-04-01 00:00:00,AU,,0
2023-04-01 00:00:00,BN,,0
2023-04-01 00:00:00,BR,580,4
2023-04-01 00:00:00,BS,,0
2023-04-01 00:00:00,BZ,,0
2023-04-01 00:00:00,CCS,,0
2023-04-01 00:00:00,CD,899,28
2023-04-01 00:00:00,CG,7225,25
2023-04-01 00:00:00,CM,260,11
2023-04-01 00:00:00,CO,988,11
2023-04-01 00:00:00,EC,,0
2023-04-01 00:00:00,EG,,0
2023-04-01 00:00:00,ER,,0
2023-04-01 00:00:00,FR,,0
2023-04-01 00:00:00,GA,2727,15
2023-04-01 00:00:00,GT,,0
2023-04-01 00:00:00,IQ,,0
2023-04-01 00:00:00,LH,,0
2023-04-01 00:00:00,MX,114,5
2023-04-01 00:00:00,PE,,0
2023-04-01 00:00:00,SG,,0
2023-04-01 00:00:00,TD,668,4
2023-04-01 00:00:00,TN,528,1
2023-04-01 00:00:00,TR,97,3
2023-04-01 00:00:00,TT,30,1
2023-04-01 00:00:00,UKS,1,3
2023-04-01 00:00:00,UKW,60,1
2023-04-01 00:00:00,US,,0
2023-04-01 00:00:00,VE,,0
2023-04-01 00:00:00,VN,,0
2023-04-01 00:00:00,WE,,0
2023-04-02 00:00:00,,,0
2023-04-02 00:00:00,"",,0
2023-04-02 00:00:00,AU,,0
2023-04-02 00:00:00,BN,,0
2023-04-02 00:00:00,BR,580,4
2023-04-02 00:00:00,BS,,0
2023-04-02 00:00:00,BZ,,0
2023-04-02 00:00:00,CCS,,0
2023-04-02 00:00:00,CD,920,29
2023-04-02 00:00:00,CG,9078,27
2023-04-02 00:00:00,CM,392,12
2023-04-02 00:00:00,CO,990,12
2023-04-02 00:00:00,EC,,0
2023-04-02 00:00:00,EG,,0
2023-04-02 00:00:00,ER,,0
2023-04-02 00:00:00,FR,,0
2023-04-02 00:00:00,GA,2773,17
2023-04-02 00:00:00,GT,,0
2023-04-02 00:00:00,IQ,,0
2023-04-02 00:00:00,LH,,0
2023-04-02 00:00:00,MX,114,5
2023-04-02 00:00:00,PE,,0
2023-04-02 00:00:00,SG,,0
2023-04-02 00:00:00,TD,668,4
2023-04-02 00:00:00,TN,528,1
2023-04-02 00:00:00,TR,97,3
2023-04-02 00:00:00,TT,30,1
2023-04-02 00:00:00,UKS,1,3
2023-04-02 00:00:00,UKW,60,1
2023-04-02 00:00:00,US,,0
2023-04-02 00:00:00,VE,,0
2023-04-02 00:00:00,VN,,0
2023-04-02 00:00:00,WE,,0
2023-04-03 00:00:00,,,0
2023-04-03 00:00:00,"",,0
2023-04-03 00:00:00,AU,,0
2023-04-03 00:00:00,BN,,0
2023-04-03 00:00:00,BR,580,4
2023-04-03 00:00:00,BS,,0
2023-04-03 00:00:00,BZ,,0
2023-04-03 00:00:00,CCS,,0
2023-04-03 00:00:00,CD,695,28
2023-04-03 00:00:00,CG,9103,28
2023-04-03 00:00:00,CM,391,12
2023-04-03 00:00:00,CO,990,12
2023-04-03 00:00:00,EC,,0
2023-04-03 00:00:00,EG,,0
2023-04-03 00:00:00,ER,,0
2023-04-03 00:00:00,FR,,0
2023-04-03 00:00:00,GA,2773,17
2023-04-03 00:00:00,GT,,0
2023-04-03 00:00:00,IQ,,0
2023-04-03 00:00:00,LH,,0
2023-04-03 00:00:00,MX,114,5
2023-04-03 00:00:00,PE,,0
2023-04-03 00:00:00,SG,,0
2023-04-03 00:00:00,TD,668,4
2023-04-03 00:00:00,TN,528,1
2023-04-03 00:00:00,TR,34,2
2023-04-03 00:00:00,TT,30,1
2023-04-03 00:00:00,UKS,6,4
2023-04-03 00:00:00,UKW,60,1
2023-04-03 00:00:00,US,,0
2023-04-03 00:00:00,VE,,0
2023-04-03 00:00:00,VN,,0
2023-04-03 00:00:00,WE,,0
2023-04-04 00:00:00,,,0
2023-04-04 00:00:00,"",,0
2023-04-04 00:00:00,AU,,0
2023-04-04 00:00:00,BN,,0
2023-04-04 00:00:00,BR,580,4
2023-04-04 00:00:00,BS,,0
2023-04-04 00:00:00,BZ,,0
2023-04-04 00:00:00,CCS,,0
2023-04-04 00:00:00,CD,505,28
2023-04-04 00:00:00,CG,9080,28
2023-04-04 00:00:00,CM,391,11
2023-04-04 00:00:00,CO,990,11
2023-04-04 00:00:00,EC,,0
2023-04-04 00:00:00,EG,,0
2023-04-04 00:00:00,ER,,0
2023-04-04 00:00:00,FR,,0
2023-04-04 00:00:00,GA,2797,17
2023-04-04 00:00:00,GT,,0
2023-04-04 00:00:00,IQ,,0
2023-04-04 00:00:00,LH,,0
2023-04-04 00:00:00,MX,114,5
2023-04-04 00:00:00,PE,,0
2023-04-04 00:00:00,SG,,0
2023-04-04 00:00:00,TD,668,4
2023-04-04 00:00:00,TN,528,1
2023-04-04 00:00:00,TR,17,2
2023-04-04 00:00:00,TT,30,1
2023-04-04 00:00:00,UKS,2,4
2023-04-04 00:00:00,UKW,60,1
2023-04-04 00:00:00,US,,0
2023-04-04 00:00:00,VE,,0
2023-04-04 00:00:00,VN,,0
2023-04-04 00:00:00,WE,,0
2023-04-05 00:00:00,,,0
2023-04-05 00:00:00,"",,0
2023-04-05 00:00:00,AU,,0
2023-04-05 00:00:00,BN,,0
2023-04-05 00:00:00,BR,580,4
2023-04-05 00:00:00,BS,,0
2023-04-05 00:00:00,BZ,,0
2023-04-05 00:00:00,CCS,,0
2023-04-05 00:00:00,CD,481,26
2023-04-05 00:00:00,CG,9146,27
2023-04-05 00:00:00,CM,391,12
2023-04-05 00:00:00,CO,956,10
2023-04-05 00:00:00,EC,,0
2023-04-05 00:00:00,EG,,0
2023-04-05 00:00:00,ER,,0
2023-04-05 00:00:00,FR,,0
2023-04-05 00:00:00,GA,2836,18
2023-04-05 00:00:00,GT,,0
2023-04-05 00:00:00,IQ,,0
2023-04-05 00:00:00,LH,,0
2023-04-05 00:00:00,MX,114,5
2023-04-05 00:00:00,PE,,0
2023-04-05 00:00:00,SG,,0
2023-04-05 00:00:00,TD,668,4
2023-04-05 00:00:00,TN,528,1
2023-04-05 00:00:00,TR,23,2
2023-04-05 00:00:00,TT,30,1
2023-04-05 00:00:00,UKS,1,3
2023-04-05 00:00:00,UKW,60,1
2023-04-05 00:00:00,US,,0
2023-04-05 00:00:00,VE,,0
2023-04-05 00:00:00,VN,,0
2023-04-05 00:00:00,WE,,0
2023-04-06 00:00:00,,,0
2023-04-06 00:00:00,"",,0
2023-04-06 00:00:00,AU,,0
2023-04-06 00:00:00,BN,,0
2023-04-06 00:00:00,BR,580,4
2023-04-06 00:00:00,BS,,0
2023-04-06 00:00:00,BZ,,0
2023-04-06 00:00:00,CCS,,0
2023-04-06 00:00:00,CD,437,26
2023-04-06 00:00:00,CG,9121,28
2023-04-06 00:00:00,CM,391,12
2023-04-06 00:00:00,CO,960,10
2023-04-06 00:00:00,EC,,0
2023-04-06 00:00:00,EG,,0
2023-04-06 00:00:00,ER,,0
2023-04-06 00:00:00,FR,,0
2023-04-06 00:00:00,GA,2881,20
2023-04-06 00:00:00,GT,,0
2023-04-06 00:00:00,IQ,,0
2023-04-06 00:00:00,LH,,0
2023-04-06 00:00:00,MX,114,5
2023-04-06 00:00:00,PE,,0
2023-04-06 00:00:00,SG,,0
2023-04-06 00:00:00,TD,668,4
2023-04-06 00:00:00,TN,528,1
2023-04-06 00:00:00,TR,28,3
2023-04-06 00:00:00,TT,30,1
2023-04-06 00:00:00,UKS,3,4
2023-04-06 00:00:00,UKW,60,1
2023-04-06 00:00:00,US,,0
2023-04-06 00:00:00,VE,,0
2023-04-06 00:00:00,VN,,0
2023-04-06 00:00:00,WE,,0
2023-04-07 00:00:00,,,0
2023-04-07 00:00:00,"",,0
2023-04-07 00:00:00,AU,,0
2023-04-07 00:00:00,BN,,0
2023-04-07 00:00:00,BR,580,4
2023-04-07 00:00:00,BS,,0
2023-04-07 00:00:00,BZ,,0
2023-04-07 00:00:00,CCS,,0
2023-04-07 00:00:00,CD,575,28
2023-04-07 00:00:00,CG,9119,26
2023-04-07 00:00:00,CM,391,12
2023-04-07 00:00:00,CO,985,10
2023-04-07 00:00:00,EC,,0
2023-04-07 00:00:00,EG,,0
2023-04-07 00:00:00,ER,,0
2023-04-07 00:00:00,FR,,0
2023-04-07 00:00:00,GA,2898,20
2023-04-07 00:00:00,GT,,0
2023-04-07 00:00:00,IQ,,0
2023-04-07 00:00:00,LH,,0
2023-04-07 00:00:00,MX,114,5
2023-04-07 00:00:00,PE,,0
2023-04-07 00:00:00,SG,,0
2023-04-07 00:00:00,TD,668,4
2023-04-07 00:00:00,TN,528,1
2023-04-07 00:00:00,TR,28,3
2023-04-07 00:00:00,TT,30,1
2023-04-07 00:00:00,UKS,3,5
2023-04-07 00:00:00,UKW,60,1
2023-04-07 00:00:00,US,,0
2023-04-07 00:00:00,VE,,0
2023-04-07 00:00:00,VN,,0
2023-04-07 00:00:00,WE,,0
2023-04-08 00:00:00,,,0
2023-04-08 00:00:00,"",,0
2023-04-08 00:00:00,AU,,0
2023-04-08 00:00:00,BN,,0
2023-04-08 00:00:00,BR,883,4
2023-04-08 00:00:00,BS,,0
2023-04-08 00:00:00,BZ,,0
2023-04-08 00:00:00,CCS,,0
2023-04-08 00:00:00,CD,534,28
2023-04-08 00:00:00,CG,9299,28
2023-04-08 00:00:00,CM,391,13
2023-04-08 00:00:00,CO,1006,11
2023-04-08 00:00:00,EC,,0
2023-04-08 00:00:00,EG,,0
2023-04-08 00:00:00,ER,,0
2023-04-08 00:00:00,FR,,0
2023-04-08 00:00:00,GA,2884,20
2023-04-08 00:00:00,GT,,0
2023-04-08 00:00:00,IQ,,0
2023-04-08 00:00:00,LH,,0
2023-04-08 00:00:00,MX,114,5
2023-04-08 00:00:00,PE,,0
2023-04-08 00:00:00,SG,,0
2023-04-08 00:00:00,TD,668,4
2023-04-08 00:00:00,TN,528,1
2023-04-08 00:00:00,TR,23,2
2023-04-08 00:00:00,TT,30,1
2023-04-08 00:00:00,UKS,3,4
2023-04-08 00:00:00,UKW,60,1
2023-04-08 00:00:00,US,,0
2023-04-08 00:00:00,VE,,0
2023-04-08 00:00:00,VN,,0
2023-04-08 00:00:00,WE,,0
2023-04-09 00:00:00,,,0
2023-04-09 00:00:00,"",,0
2023-04-09 00:00:00,AU,,0
2023-04-09 00:00:00,BN,,0
2023-04-09 00:00:00,BR,957,5
2023-04-09 00:00:00,BS,,0
2023-04-09 00:00:00,BZ,,0
2023-04-09 00:00:00,CCS,,0
2023-04-09 00:00:00,CD,470,27
2023-04-09 00:00:00,CG,9302,28
2023-04-09 00:00:00,CM,391,13
2023-04-09 00:00:00,CO,1006,11
2023-04-09 00:00:00,EC,,0
2023-04-09 00:00:00,EG,,0
2023-04-09 00:00:00,ER,,0
2023-04-09 00:00:00,FR,,0
2023-04-09 00:00:00,GA,2845,19
2023-04-09 00:00:00,GT,,0
2023-04-09 00:00:00,IQ,,0
2023-04-09 00:00:00,LH,,0
2023-04-09 00:00:00,MX,114,5
2023-04-09 00:00:00,PE,,0
2023-04-09 00:00:00,SG,,0
2023-04-09 00:00:00,TD,668,4
2023-04-09 00:00:00,TN,528,1
2023-04-09 00:00:00,TR,17,2
2023-04-09 00:00:00,TT,30,1
2023-04-09 00:00:00,UKS,3,4
2023-04-09 00:00:00,UKW,60,1
2023-04-09 00:00:00,US,,0
2023-04-09 00:00:00,VE,,0
2023-04-09 00:00:00,VN,,0
2023-04-09 00:00:00,WE,,0
2023-04-10 00:00:00,,,0
2023-04-10 00:00:00,"",,0
2023-04-10 00:00:00,AU,,0
2023-04-10 00:00:00,BN,,0
2023-04-10 00:00:00,BR,957,5
2023-04-10 00:00:00,BS,,0
2023-04-10 00:00:00,BZ,,0
2023-04-10 00:00:00,CCS,,0
2023-04-10 00:00:00,CD,660,26
2023-04-10 00:00:00,CG,9302,28
2023-04-10 00:00:00,CM,391,12
2023-04-10 00:00:00,CO,964,10
2023-04-10 00:00:00,EC,,0
2023-04-10 00:00:00,EG,,0
2023-04-10 00:00:00,ER,,0
2023-04-10 00:00:00,FR,,0
2023-04-10 00:00:00,GA,2652,18
2023-04-10 00:00:00,GT,,0
2023-04-10 00:00:00,IQ,,0
2023-04-10 00:00:00,LH,,0
2023-04-10 00:00:00,MX,114,5
2023-04-10 00:00:00,PE,,0
2023-04-10 00:00:00,SG,,0
2023-04-10 00:00:00,TD,668,4
2023-04-10 00:00:00,TN,528,1
2023-04-10 00:00:00,TR,17,2
2023-04-10 00:00:00,TT,30,1
2023-04-10 00:00:00,UKS,1,4
2023-04-10 00:00:00,UKW,60,1
2023-04-10 00:00:00,US,,0
2023-04-10 00:00:00,VE,,0
2023-04-10 00:00:00,VN,,0
2023-04-10 00:00:00,WE,,0
2023-04-11 00:00:00,,,0
2023-04-11 00:00:00,"",,0
2023-04-11 00:00:00,AU,,0
2023-04-11 00:00:00,BN,,0
2023-04-11 00:00:00,BR,957,5
2023-04-11 00:00:00,BS,,0
2023-04-11 00:00:00,BZ,,0
2023-04-11 00:00:00,CCS,,0
2023-04-11 00:00:00,CD,831,28
2023-04-11 00:00:00,CG,9302,28
2023-04-11 00:00:00,CM,391,12
2023-04-11 00:00:00,CO,957,10
2023-04-11 00:00:00,EC,,0
2023-04-11 00:00:00,EG,,0
2023-04-11 00:00:00,ER,,0
2023-04-11 00:00:00,FR,,0
2023-04-11 00:00:00,GA,2037,17
2023-04-11 00:00:00,GT,,0
2023-04-11 00:00:00,IQ,,0
2023-04-11 00:00:00,LH,,0
2023-04-11 00:00:00,MX,114,5
2023-04-11 00:00:00,PE,,0
2023-04-11 00:00:00,SG,,0
2023-04-11 00:00:00,TD,252,2
2023-04-11 00:00:00,TN,528,1
2023-04-11 00:00:00,TR,17,2
2023-04-11 00:00:00,TT,30,1
2023-04-11 00:00:00,UKS,1,3
2023-04-11 00:00:00,UKW,,0
2023-04-11 00:00:00,US,,0
2023-04-11 00:00:00,VE,,0
2023-04-11 00:00:00,VN,,0
2023-04-11 00:00:00,WE,,0
2023-04-12 00:00:00,,,0
2023-04-12 00:00:00,"",,0
2023-04-12 00:00:00,AU,,0
2023-04-12 00:00:00,BN,,0
2023-04-12 00:00:00,BR,1159,5
2023-04-12 00:00:00,BS,,0
2023-04-12 00:00:00,BZ,,0
2023-04-12 00:00:00,CCS,,0
2023-04-12 00:00:00,CD,783,29
2023-04-12 00:00:00,CG,8989,28
2023-04-12 00:00:00,CM,220,11
2023-04-12 00:00:00,CO,943,9
2023-04-12 00:00:00,EC,,0
2023-04-12 00:00:00,EG,,0
2023-04-12 00:00:00,ER,,0
2023-04-12 00:00:00,FR,,0
2023-04-12 00:00:00,GA,2178,18
2023-04-12 00:00:00,GT,,0
2023-04-12 00:00:00,IQ,,0
2023-04-12 00:00:00,LH,,0
2023-04-12 00:00:00,MX,114,5
2023-04-12 00:00:00,PE,,0
2023-04-12 00:00:00,SG,,0
2023-04-12 00:00:00,TD,252,2
2023-04-12 00:00:00,TN,528,1
2023-04-12 00:00:00,TR,17,2
2023-04-12 00:00:00,TT,30,1
2023-04-12 00:00:00,UKS,1,3
2023-04-12 00:00:00,UKW,,0
2023-04-12 00:00:00,US,,0
2023-04-12 00:00:00,VE,,0
2023-04-12 00:00:00,VN,,0
2023-04-12 00:00:00,WE,,0
2023-04-13 00:00:00,,,0
2023-04-13 00:00:00,"",,0
2023-04-13 00:00:00,AU,,0
2023-04-13 00:00:00,BN,,0
2023-04-13 00:00:00,BR,1388,6
2023-04-13 00:00:00,BS,,0
2023-04-13 00:00:00,BZ,,0
2023-04-13 00:00:00,CCS,,0
2023-04-13 00:00:00,CD,564,27
2023-04-13 00:00:00,CG,9559,28
2023-04-13 00:00:00,CM,246,11
2023-04-13 00:00:00,CO,945,9
2023-04-13 00:00:00,EC,,0
2023-04-13 00:00:00,EG,,0
2023-04-13 00:00:00,ER,,0
2023-04-13 00:00:00,FR,,0
2023-04-13 00:00:00,GA,2168,17
2023-04-13 00:00:00,GT,,0
2023-04-13 00:00:00,IQ,,0
2023-04-13 00:00:00,LH,,0
2023-04-13 00:00:00,MX,114,5
2023-04-13 00:00:00,PE,,0
2023-04-13 00:00:00,SG,,0
2023-04-13 00:00:00,TD,300,2
2023-04-13 00:00:00,TN,528,1
2023-04-13 00:00:00,TR,17,2
2023-04-13 00:00:00,TT,30,1
2023-04-13 00:00:00,UKS,1,3
2023-04-13 00:00:00,UKW,,0
2023-04-13 00:00:00,US,,0
2023-04-13 00:00:00,VE,,0
2023-04-13 00:00:00,VN,,0
2023-04-13 00:00:00,WE,,0
2023-04-14 00:00:00,,,0
2023-04-14 00:00:00,"",,0
2023-04-14 00:00:00,AU,,0
2023-04-14 00:00:00,BN,,0
2023-04-14 00:00:00,BR,1388,6
2023-04-14 00:00:00,BS,,0
2023-04-14 00:00:00,BZ,,0
2023-04-14 00:00:00,CCS,,0
2023-04-14 00:00:00,CD,724,27
2023-04-14 00:00:00,CG,8997,27
2023-04-14 00:00:00,CM,220,11
2023-04-14 00:00:00,CO,943,9
2023-04-14 00:00:00,EC,,0
2023-04-14 00:00:00,EG,,0
2023-04-14 00:00:00,ER,,0
2023-04-14 00:00:00,FR,,0
2023-04-14 00:00:00,GA,2099,16
2023-04-14 00:00:00,GT,,0
2023-04-14 00:00:00,IQ,,0
2023-04-14 00:00:00,LH,,0
2023-04-14 00:00:00,MX,114,5
2023-04-14 00:00:00,PE,,0
2023-04-14 00:00:00,SG,,0
2023-04-14 00:00:00,TD,252,2
2023-04-14 00:00:00,TN,528,1
2023-04-14 00:00:00,TR,17,2
2023-04-14 00:00:00,TT,30,1
2023-04-14 00:00:00,UKS,1,4
2023-04-14 00:00:00,UKW,,0
2023-04-14 00:00:00,US,,0
2023-04-14 00:00:00,VE,,0
2023-04-14 00:00:00,VN,,0
2023-04-14 00:00:00,WE,,0
2023-04-15 00:00:00,,,0
2023-04-15 00:00:00,"",,0
2023-04-15 00:00:00,AU,,0
2023-04-15 00:00:00,BN,,0
2023-04-15 00:00:00,BR,1388,6
2023-04-15 00:00:00,BS,,0
2023-04-15 00:00:00,BZ,,0
2023-04-15 00:00:00,CCS,,0
2023-04-15 00:00:00,CD,719,26
2023-04-15 00:00:00,CG,8989,26
2023-04-15 00:00:00,CM,220,11
2023-04-15 00:00:00,CO,943,9
2023-04-15 00:00:00,EC,,0
2023-04-15 00:00:00,EG,,0
2023-04-15 00:00:00,ER,,0
2023-04-15 00:00:00,FR,,0
2023-04-15 00:00:00,GA,2099,16
2023-04-15 00:00:00,GT,,0
2023-04-15 00:00:00,IQ,,0
2023-04-15 00:00:00,LH,,0
2023-04-15 00:00:00,MX,114,5
2023-04-15 00:00:00,PE,,0
2023-04-15 00:00:00,SG,,0
2023-04-15 00:00:00,TD,252,2
2023-04-15 00:00:00,TN,528,1
2023-04-15 00:00:00,TR,17,2
2023-04-15 00:00:00,TT,30,1
2023-04-15 00:00:00,UKS,1,5
2023-04-15 00:00:00,UKW,,0
2023-04-15 00:00:00,US,,0
2023-04-15 00:00:00,VE,,0
2023-04-15 00:00:00,VN,,0
2023-04-15 00:00:00,WE,,0
2023-04-16 00:00:00,,,0
2023-04-16 00:00:00,"",,0
2023-04-16 00:00:00,AU,,0
2023-04-16 00:00:00,BN,,0
2023-04-16 00:00:00,BR,1388,6
2023-04-16 00:00:00,BS,,0
2023-04-16 00:00:00,BZ,,0
2023-04-16 00:00:00,CCS,,0
2023-04-16 00:00:00,CD,657,25
2023-04-16 00:00:00,CG,8989,26
2023-04-16 00:00:00,CM,220,11
2023-04-16 00:00:00,CO,943,9
2023-04-16 00:00:00,EC,,0
2023-04-16 00:00:00,EG,,0
2023-04-16 00:00:00,ER,,0
2023-04-16 00:00:00,FR,,0
2023-04-16 00:00:00,GA,2111,16
2023-04-16 00:00:00,GT,,0
2023-04-16 00:00:00,IQ,,0
2023-04-16 00:00:00,LH,,0
2023-04-16 00:00:00,MX,114,5
2023-04-16 00:00:00,PE,,0
2023-04-16 00:00:00,SG,,0
2023-04-16 00:00:00,TD,252,2
2023-04-16 00:00:00,TN,528,1
2023-04-16 00:00:00,TR,17,2
2023-04-16 00:00:00,TT,30,1
2023-04-16 00:00:00,UKS,1,5
2023-04-16 00:00:00,UKW,211,3
2023-04-16 00:00:00,US,,0
2023-04-16 00:00:00,VE,,0
2023-04-16 00:00:00,VN,,0
2023-04-16 00:00:00,WE,,0
2023-04-17 00:00:00,,,0
2023-04-17 00:00:00,"",,0
2023-04-17 00:00:00,AU,,0
2023-04-17 00:00:00,BN,,0
2023-04-17 00:00:00,BR,1388,6
2023-04-17 00:00:00,BS,,0
2023-04-17 00:00:00,BZ,,0
2023-04-17 00:00:00,CCS,,0
2023-04-17 00:00:00,CD,439,28
2023-04-17 00:00:00,CG,8426,25
2023-04-17 00:00:00,CM,220,11
2023-04-17 00:00:00,CO,943,9
2023-04-17 00:00:00,EC,,0
2023-04-17 00:00:00,EG,,0
2023-04-17 00:00:00,ER,,0
2023-04-17 00:00:00,FR,,0
2023-04-17 00:00:00,GA,1855,16
2023-04-17 00:00:00,GT,,0
2023-04-17 00:00:00,IQ,,0
2023-04-17 00:00:00,LH,,0
2023-04-17 00:00:00,MX,114,5
2023-04-17 00:00:00,PE,,0
2023-04-17 00:00:00,SG,,0
2023-04-17 00:00:00,TD,252,2
2023-04-17 00:00:00,TN,528,1
2023-04-17 00:00:00,TR,17,2
2023-04-17 00:00:00,TT,30,1
2023-04-17 00:00:00,UKS,1,5
2023-04-17 00:00:00,UKW,186,2
2023-04-17 00:00:00,US,,0
2023-04-17 00:00:00,VE,,0
2023-04-17 00:00:00,VN,,0
2023-04-17 00:00:00,WE,,0
2023-04-18 00:00:00,,,0
2023-04-18 00:00:00,"",,0
2023-04-18 00:00:00,AU,,0
2023-04-18 00:00:00,BN,,0
