date,Subsidiary,Oil losses (bopd),Wells WWO
2023-12-09 00:00:00,VE,,0
2023-12-09 00:00:00,VN,,0
2023-12-09 00:00:00,WE,,0
2023-12-10 00:00:00,,,0
2023-12-10 00:00:00,"",,0
2023-12-10 00:00:00,AU,,0
2023-12-10 00:00:00,BN,,0
2023-12-10 00:00:00,BR,3558,6
2023-12-10 00:00:00,BS,,0
2023-12-10 00:00:00,BZ,,0
2023-12-10 00:00:00,CCS,,0
2023-12-10 00:00:00,CD,964,24
2023-12-10 00:00:00,CG,2077,19
2023-12-10 00:00:00,CM,450,15
2023-12-10 00:00:00,CO,940,17
2023-12-10 00:00:00,EC,,0
2023-12-10 00:00:00,EG,,0
2023-12-10 00:00:00,ER,,0
2023-12-10 00:00:00,FR,,0
2023-12-10 00:00:00,GA,3315,19
2023-12-10 00:00:00,GT,,0
2023-12-10 00:00:00,IQ,,0
2023-12-10 00:00:00,LH,,0
2023-12-10 00:00:00,MX,438,4
2023-12-10 00:00:00,PE,,0
2023-12-10 00:00:00,SG,,0
2023-12-10 00:00:00,TD,1036,8
2023-12-10 00:00:00,TN,1160,2
2023-12-10 00:00:00,TR,167,7
2023-12-10 00:00:00,TT,815,2
2023-12-10 00:00:00,UKS,,1
2023-12-10 00:00:00,UKW,1162,4
2023-12-10 00:00:00,US,,0
2023-12-10 00:00:00,VE,,0
2023-12-10 00:00:00,VN,,0
2023-12-10 00:00:00,WE,,0
2023-12-11 00:00:00,,,0
2023-12-11 00:00:00,"",,0
2023-12-11 00:00:00,AU,,0
2023-12-11 00:00:00,BN,,0
2023-12-11 00:00:00,BR,2720,5
2023-12-11 00:00:00,BS,,0
2023-12-11 00:00:00,BZ,,0
2023-12-11 00:00:00,CCS,,0
2023-12-11 00:00:00,CD,998,27
2023-12-11 00:00:00,CG,2539,21
2023-12-11 00:00:00,CM,450,15
2023-12-11 00:00:00,CO,940,17
2023-12-11 00:00:00,EC,,0
2023-12-11 00:00:00,EG,,0
2023-12-11 00:00:00,ER,,0
2023-12-11 00:00:00,FR,,0
2023-12-11 00:00:00,GA,3720,19
2023-12-11 00:00:00,GT,,0
2023-12-11 00:00:00,IQ,,0
2023-12-11 00:00:00,LH,,0
2023-12-11 00:00:00,MX,438,4
2023-12-11 00:00:00,PE,,0
2023-12-11 00:00:00,SG,,0
2023-12-11 00:00:00,TD,1036,8
2023-12-11 00:00:00,TN,1160,2
2023-12-11 00:00:00,TR,167,7
2023-12-11 00:00:00,TT,815,2
2023-12-11 00:00:00,UKS,,1
2023-12-11 00:00:00,UKW,1162,4
2023-12-11 00:00:00,US,,0
2023-12-11 00:00:00,VE,,0
2023-12-11 00:00:00,VN,,0
2023-12-11 00:00:00,WE,,0
2023-12-12 00:00:00,,,0
2023-12-12 00:00:00,"",,0
2023-12-12 00:00:00,AU,,0
2023-12-12 00:00:00,BN,,0
2023-12-12 00:00:00,BR,1547,5
2023-12-12 00:00:00,BS,,0
2023-12-12 00:00:00,BZ,,0
2023-12-12 00:00:00,CCS,,0
2023-12-12 00:00:00,CD,1038,28
2023-12-12 00:00:00,CG,2537,21
2023-12-12 00:00:00,CM,450,15
2023-12-12 00:00:00,CO,940,17
2023-12-12 00:00:00,EC,,0
2023-12-12 00:00:00,EG,,0
2023-12-12 00:00:00,ER,,0
2023-12-12 00:00:00,FR,,0
2023-12-12 00:00:00,GA,3712,20
2023-12-12 00:00:00,GT,,0
2023-12-12 00:00:00,IQ,,0
2023-12-12 00:00:00,LH,,0
2023-12-12 00:00:00,MX,441,4
2023-12-12 00:00:00,PE,,0
2023-12-12 00:00:00,SG,,0
2023-12-12 00:00:00,TD,1036,8
2023-12-12 00:00:00,TN,1160,2
2023-12-12 00:00:00,TR,167,6
2023-12-12 00:00:00,TT,815,2
2023-12-12 00:00:00,UKS,,1
2023-12-12 00:00:00,UKW,1162,4
2023-12-12 00:00:00,US,,0
2023-12-12 00:00:00,VE,,0
2023-12-12 00:00:00,VN,,0
2023-12-12 00:00:00,WE,,0
2023-12-13 00:00:00,,,0
2023-12-13 00:00:00,"",,0
2023-12-13 00:00:00,AU,,0
2023-12-13 00:00:00,BN,,0
2023-12-13 00:00:00,BR,1547,5
2023-12-13 00:00:00,BS,,0
2023-12-13 00:00:00,BZ,,0
2023-12-13 00:00:00,CCS,,0
2023-12-13 00:00:00,CD,1134,29
2023-12-13 00:00:00,CG,2495,19
2023-12-13 00:00:00,CM,450,15
2023-12-13 00:00:00,CO,940,17
2023-12-13 00:00:00,EC,,0
2023-12-13 00:00:00,EG,,0
2023-12-13 00:00:00,ER,,0
2023-12-13 00:00:00,FR,,0
2023-12-13 00:00:00,GA,3712,20
2023-12-13 00:00:00,GT,,0
2023-12-13 00:00:00,IQ,,0
2023-12-13 00:00:00,LH,,0
2023-12-13 00:00:00,MX,690,5
2023-12-13 00:00:00,PE,,0
2023-12-13 00:00:00,SG,,0
2023-12-13 00:00:00,TD,1036,8
2023-12-13 00:00:00,TN,1160,2
2023-12-13 00:00:00,TR,189,7
2023-12-13 00:00:00,TT,815,2
2023-12-13 00:00:00,UKS,,2
2023-12-13 00:00:00,UKW,1162,4
2023-12-13 00:00:00,US,,0
2023-12-13 00:00:00,VE,,0
2023-12-13 00:00:00,VN,,0
2023-12-13 00:00:00,WE,,0
2023-12-14 00:00:00,,,0
2023-12-14 00:00:00,"",,0
2023-12-14 00:00:00,AU,,0
2023-12-14 00:00:00,BN,,0
2023-12-14 00:00:00,BR,1547,5
2023-12-14 00:00:00,BS,,0
2023-12-14 00:00:00,BZ,,0
2023-12-14 00:00:00,CCS,,0
2023-12-14 00:00:00,CD,1072,29
2023-12-14 00:00:00,CG,2466,19
2023-12-14 00:00:00,CM,576,15
2023-12-14 00:00:00,CO,940,17
2023-12-14 00:00:00,EC,,0
2023-12-14 00:00:00,EG,,0
2023-12-14 00:00:00,ER,,0
2023-12-14 00:00:00,FR,,0
2023-12-14 00:00:00,GA,3712,20
2023-12-14 00:00:00,GT,,0
2023-12-14 00:00:00,IQ,,0
2023-12-14 00:00:00,LH,,0
2023-12-14 00:00:00,MX,697,5
2023-12-14 00:00:00,PE,,0
2023-12-14 00:00:00,SG,,0
2023-12-14 00:00:00,TD,1036,8
2023-12-14 00:00:00,TN,1160,2
2023-12-14 00:00:00,TR,263,8
2023-12-14 00:00:00,TT,815,2
2023-12-14 00:00:00,UKS,,2
2023-12-14 00:00:00,UKW,1162,4
2023-12-14 00:00:00,US,,0
2023-12-14 00:00:00,VE,,0
2023-12-14 00:00:00,VN,,0
2023-12-14 00:00:00,WE,,0
2023-12-15 00:00:00,,,0
2023-12-15 00:00:00,"",,0
2023-12-15 00:00:00,AU,,0
2023-12-15 00:00:00,BN,,0
2023-12-15 00:00:00,BR,1547,5
2023-12-15 00:00:00,BS,,0
2023-12-15 00:00:00,BZ,,0
2023-12-15 00:00:00,CCS,,0
2023-12-15 00:00:00,CD,1106,30
2023-12-15 00:00:00,CG,2466,19
2023-12-15 00:00:00,CM,450,15
2023-12-15 00:00:00,CO,845,16
2023-12-15 00:00:00,EC,,0
2023-12-15 00:00:00,EG,,0
2023-12-15 00:00:00,ER,,0
2023-12-15 00:00:00,FR,,0
2023-12-15 00:00:00,GA,3172,18
2023-12-15 00:00:00,GT,,0
2023-12-15 00:00:00,IQ,,0
2023-12-15 00:00:00,LH,,0
2023-12-15 00:00:00,MX,645,5
2023-12-15 00:00:00,PE,,0
2023-12-15 00:00:00,SG,,0
2023-12-15 00:00:00,TD,1036,8
2023-12-15 00:00:00,TN,1160,2
2023-12-15 00:00:00,TR,288,9
2023-12-15 00:00:00,TT,815,2
2023-12-15 00:00:00,UKS,,2
2023-12-15 00:00:00,UKW,1162,4
2023-12-15 00:00:00,US,,0
2023-12-15 00:00:00,VE,,0
2023-12-15 00:00:00,VN,,0
2023-12-15 00:00:00,WE,,0
2023-12-16 00:00:00,,,0
2023-12-16 00:00:00,"",,0
2023-12-16 00:00:00,AU,,0
2023-12-16 00:00:00,BN,,0
2023-12-16 00:00:00,BR,1547,5
2023-12-16 00:00:00,BS,,0
2023-12-16 00:00:00,BZ,,0
2023-12-16 00:00:00,CCS,,0
2023-12-16 00:00:00,CD,1034,30
2023-12-16 00:00:00,CG,2677,21
2023-12-16 00:00:00,CM,450,15
2023-12-16 00:00:00,CO,845,16
2023-12-16 00:00:00,EC,,0
2023-12-16 00:00:00,EG,,0
2023-12-16 00:00:00,ER,,0
2023-12-16 00:00:00,FR,,0
2023-12-16 00:00:00,GA,3050,18
2023-12-16 00:00:00,GT,,0
2023-12-16 00:00:00,IQ,,0
2023-12-16 00:00:00,LH,,0
2023-12-16 00:00:00,MX,691,5
2023-12-16 00:00:00,PE,,0
2023-12-16 00:00:00,SG,,0
2023-12-16 00:00:00,TD,1036,8
2023-12-16 00:00:00,TN,1160,2
2023-12-16 00:00:00,TR,288,9
2023-12-16 00:00:00,TT,814,1
2023-12-16 00:00:00,UKS,,2
2023-12-16 00:00:00,UKW,1162,4
2023-12-16 00:00:00,US,,0
2023-12-16 00:00:00,VE,,0
2023-12-16 00:00:00,VN,,0
2023-12-16 00:00:00,WE,,0
2023-12-17 00:00:00,,,0
2023-12-17 00:00:00,"",,0
2023-12-17 00:00:00,AU,,0
2023-12-17 00:00:00,BN,,0
2023-12-17 00:00:00,BR,1547,5
2023-12-17 00:00:00,BS,,0
2023-12-17 00:00:00,BZ,,0
2023-12-17 00:00:00,CCS,,0
2023-12-17 00:00:00,CD,1156,31
2023-12-17 00:00:00,CG,2747,21
2023-12-17 00:00:00,CM,450,15
2023-12-17 00:00:00,CO,845,16
2023-12-17 00:00:00,EC,,0
2023-12-17 00:00:00,EG,,0
2023-12-17 00:00:00,ER,,0
2023-12-17 00:00:00,FR,,0
2023-12-17 00:00:00,GA,2991,18
2023-12-17 00:00:00,GT,,0
2023-12-17 00:00:00,IQ,,0
2023-12-17 00:00:00,LH,,0
2023-12-17 00:00:00,MX,693,5
2023-12-17 00:00:00,PE,,0
2023-12-17 00:00:00,SG,,0
2023-12-17 00:00:00,TD,1036,8
2023-12-17 00:00:00,TN,1160,2
2023-12-17 00:00:00,TR,189,7
2023-12-17 00:00:00,TT,815,2
2023-12-17 00:00:00,UKS,,2
2023-12-17 00:00:00,UKW,1162,4
2023-12-17 00:00:00,US,,0
2023-12-17 00:00:00,VE,,0
2023-12-17 00:00:00,VN,,0
2023-12-17 00:00:00,WE,,0
2023-12-18 00:00:00,,,0
2023-12-18 00:00:00,"",,0
2023-12-18 00:00:00,AU,,0
2023-12-18 00:00:00,BN,,0
2023-12-18 00:00:00,BR,1547,5
2023-12-18 00:00:00,BS,,0
2023-12-18 00:00:00,BZ,,0
2023-12-18 00:00:00,CCS,,0
2023-12-18 00:00:00,CD,1105,30
2023-12-18 00:00:00,CG,2714,22
2023-12-18 00:00:00,CM,450,15
2023-12-18 00:00:00,CO,845,16
2023-12-18 00:00:00,EC,,0
2023-12-18 00:00:00,EG,,0
2023-12-18 00:00:00,ER,,0
2023-12-18 00:00:00,FR,,0
2023-12-18 00:00:00,GA,2982,17
2023-12-18 00:00:00,GT,,0
2023-12-18 00:00:00,IQ,,0
2023-12-18 00:00:00,LH,,0
2023-12-18 00:00:00,MX,652,5
2023-12-18 00:00:00,PE,,0
2023-12-18 00:00:00,SG,,0
2023-12-18 00:00:00,TD,1036,8
2023-12-18 00:00:00,TN,1160,2
2023-12-18 00:00:00,TR,167,7
2023-12-18 00:00:00,TT,814,1
2023-12-18 00:00:00,UKS,,1
2023-12-18 00:00:00,UKW,1162,4
2023-12-18 00:00:00,US,,0
2023-12-18 00:00:00,VE,,0
2023-12-18 00:00:00,VN,,0
2023-12-18 00:00:00,WE,,0
2023-12-19 00:00:00,,,0
2023-12-19 00:00:00,"",,0
2023-12-19 00:00:00,AU,,0
2023-12-19 00:00:00,BN,,0
2023-12-19 00:00:00,BR,1547,5
2023-12-19 00:00:00,BS,,0
2023-12-19 00:00:00,BZ,,0
2023-12-19 00:00:00,CCS,,0
2023-12-19 00:00:00,CD,1103,29
2023-12-19 00:00:00,CG,2714,22
2023-12-19 00:00:00,CM,450,15
2023-12-19 00:00:00,CO,845,16
2023-12-19 00:00:00,EC,,0
2023-12-19 00:00:00,EG,,0
2023-12-19 00:00:00,ER,,0
2023-12-19 00:00:00,FR,,0
2023-12-19 00:00:00,GA,3228,17
2023-12-19 00:00:00,GT,,0
2023-12-19 00:00:00,IQ,,0
2023-12-19 00:00:00,LH,,0
2023-12-19 00:00:00,MX,659,5
2023-12-19 00:00:00,PE,,0
2023-12-19 00:00:00,SG,,0
2023-12-19 00:00:00,TD,1036,8
2023-12-19 00:00:00,TN,1160,2
2023-12-19 00:00:00,TR,167,7
2023-12-19 00:00:00,TT,815,2
2023-12-19 00:00:00,UKS,,2
2023-12-19 00:00:00,UKW,1406,4
2023-12-19 00:00:00,US,,0
2023-12-19 00:00:00,VE,,0
2023-12-19 00:00:00,VN,,0
2023-12-19 00:00:00,WE,,0
2023-12-20 00:00:00,,,0
2023-12-20 00:00:00,"",,0
2023-12-20 00:00:00,AU,,0
2023-12-20 00:00:00,BN,,0
2023-12-20 00:00:00,BR,1547,5
2023-12-20 00:00:00,BS,,0
2023-12-20 00:00:00,BZ,,0
2023-12-20 00:00:00,CCS,,0
2023-12-20 00:00:00,CD,1077,31
2023-12-20 00:00:00,CG,2758,22
2023-12-20 00:00:00,CM,450,15
2023-12-20 00:00:00,CO,845,16
2023-12-20 00:00:00,EC,,0
2023-12-20 00:00:00,EG,,0
2023-12-20 00:00:00,ER,,0
2023-12-20 00:00:00,FR,,0
2023-12-20 00:00:00,GA,2991,18
2023-12-20 00:00:00,GT,,0
2023-12-20 00:00:00,IQ,,0
2023-12-20 00:00:00,LH,,0
2023-12-20 00:00:00,MX,706,5
2023-12-20 00:00:00,PE,,0
2023-12-20 00:00:00,SG,,0
2023-12-20 00:00:00,TD,1036,8
2023-12-20 00:00:00,TN,1160,2
2023-12-20 00:00:00,TR,167,6
2023-12-20 00:00:00,TT,815,2
2023-12-20 00:00:00,UKS,,2
2023-12-20 00:00:00,UKW,1414,4
2023-12-20 00:00:00,US,,0
2023-12-20 00:00:00,VE,,0
2023-12-20 00:00:00,VN,,0
2023-12-20 00:00:00,WE,,0
2023-12-21 00:00:00,,,0
2023-12-21 00:00:00,"",,0
2023-12-21 00:00:00,AU,,0
2023-12-21 00:00:00,BN,,0
2023-12-21 00:00:00,BR,1547,5
2023-12-21 00:00:00,BS,,0
2023-12-21 00:00:00,BZ,,0
2023-12-21 00:00:00,CCS,,0
2023-12-21 00:00:00,CD,1089,31
2023-12-21 00:00:00,CG,2770,23
2023-12-21 00:00:00,CM,450,15
2023-12-21 00:00:00,CO,845,16
2023-12-21 00:00:00,EC,,0
2023-12-21 00:00:00,EG,,0
2023-12-21 00:00:00,ER,,0
2023-12-21 00:00:00,FR,,0
2023-12-21 00:00:00,GA,3479,19
2023-12-21 00:00:00,GT,,0
2023-12-21 00:00:00,IQ,,0
2023-12-21 00:00:00,LH,,0
2023-12-21 00:00:00,MX,671,5
2023-12-21 00:00:00,PE,,0
2023-12-21 00:00:00,SG,,0
2023-12-21 00:00:00,TD,1036,8
2023-12-21 00:00:00,TN,1160,2
2023-12-21 00:00:00,TR,160,6
2023-12-21 00:00:00,TT,815,2
2023-12-21 00:00:00,UKS,,2
2023-12-21 00:00:00,UKW,1162,4
2023-12-21 00:00:00,US,,0
2023-12-21 00:00:00,VE,,0
2023-12-21 00:00:00,VN,,0
2023-12-21 00:00:00,WE,,0
2023-12-22 00:00:00,,,0
2023-12-22 00:00:00,"",,0
2023-12-22 00:00:00,AU,,0
2023-12-22 00:00:00,BN,,0
2023-12-22 00:00:00,BR,1625,5
2023-12-22 00:00:00,BS,,0
2023-12-22 00:00:00,BZ,,0
2023-12-22 00:00:00,CCS,,0
2023-12-22 00:00:00,CD,1057,30
2023-12-22 00:00:00,CG,2770,23
2023-12-22 00:00:00,CM,472,15
2023-12-22 00:00:00,CO,845,16
2023-12-22 00:00:00,EC,,0
2023-12-22 00:00:00,EG,,0
2023-12-22 00:00:00,ER,,0
2023-12-22 00:00:00,FR,,0
2023-12-22 00:00:00,GA,3575,18
2023-12-22 00:00:00,GT,,0
2023-12-22 00:00:00,IQ,,0
2023-12-22 00:00:00,LH,,0
2023-12-22 00:00:00,MX,638,5
2023-12-22 00:00:00,PE,,0
2023-12-22 00:00:00,SG,,0
2023-12-22 00:00:00,TD,1054,8
2023-12-22 00:00:00,TN,1160,2
2023-12-22 00:00:00,TR,156,6
2023-12-22 00:00:00,TT,815,2
2023-12-22 00:00:00,UKS,,2
2023-12-22 00:00:00,UKW,1162,4
2023-12-22 00:00:00,US,,0
2023-12-22 00:00:00,VE,,0
2023-12-22 00:00:00,VN,,0
2023-12-22 00:00:00,WE,,0
2023-12-23 00:00:00,,,0
2023-12-23 00:00:00,"",,0
2023-12-23 00:00:00,AU,,0
2023-12-23 00:00:00,BN,,0
2023-12-23 00:00:00,BR,1656,6
2023-12-23 00:00:00,BS,,0
2023-12-23 00:00:00,BZ,,0
2023-12-23 00:00:00,CCS,,0
2023-12-23 00:00:00,CD,1027,29
2023-12-23 00:00:00,CG,2770,23
2023-12-23 00:00:00,CM,483,15
2023-12-23 00:00:00,CO,845,16
2023-12-23 00:00:00,EC,,0
2023-12-23 00:00:00,EG,,0
2023-12-23 00:00:00,ER,,0
2023-12-23 00:00:00,FR,,0
2023-12-23 00:00:00,GA,3300,18
2023-12-23 00:00:00,GT,,0
2023-12-23 00:00:00,IQ,,0
2023-12-23 00:00:00,LH,,0
2023-12-23 00:00:00,MX,667,4
2023-12-23 00:00:00,PE,,0
2023-12-23 00:00:00,SG,,0
2023-12-23 00:00:00,TD,1036,8
2023-12-23 00:00:00,TN,1160,2
2023-12-23 00:00:00,TR,156,6
2023-12-23 00:00:00,TT,815,2
2023-12-23 00:00:00,UKS,,2
2023-12-23 00:00:00,UKW,670,3
2023-12-23 00:00:00,US,,0
2023-12-23 00:00:00,VE,,0
2023-12-23 00:00:00,VN,,0
2023-12-23 00:00:00,WE,,0
2023-12-24 00:00:00,,,0
2023-12-24 00:00:00,"",,0
2023-12-24 00:00:00,AU,,0
2023-12-24 00:00:00,BN,,0
2023-12-24 00:00:00,BR,1656,6
2023-12-24 00:00:00,BS,,0
2023-12-24 00:00:00,BZ,,0
2023-12-24 00:00:00,CCS,,0
2023-12-24 00:00:00,CD,943,25
2023-12-24 00:00:00,CG,2770,23
2023-12-24 00:00:00,CM,450,15
2023-12-24 00:00:00,CO,845,16
2023-12-24 00:00:00,EC,,0
2023-12-24 00:00:00,EG,,0
2023-12-24 00:00:00,ER,,0
2023-12-24 00:00:00,FR,,0
2023-12-24 00:00:00,GA,3283,18
2023-12-24 00:00:00,GT,,0
2023-12-24 00:00:00,IQ,,0
2023-12-24 00:00:00,LH,,0
2023-12-24 00:00:00,MX,484,4
2023-12-24 00:00:00,PE,,0
2023-12-24 00:00:00,SG,,0
2023-12-24 00:00:00,TD,1036,8
2023-12-24 00:00:00,TN,1160,2
2023-12-24 00:00:00,TR,153,5
2023-12-24 00:00:00,TT,814,1
2023-12-24 00:00:00,UKS,,2
2023-12-24 00:00:00,UKW,333,3
2023-12-24 00:00:00,US,,0
2023-12-24 00:00:00,VE,,0
2023-12-24 00:00:00,VN,,0
2023-12-24 00:00:00,WE,,0
2023-12-25 00:00:00,,,0
2023-12-25 00:00:00,"",,0
2023-12-25 00:00:00,AU,,0
2023-12-25 00:00:00,BN,,0
2023-12-25 00:00:00,BR,1656,6
2023-12-25 00:00:00,BS,,0
2023-12-25 00:00:00,BZ,,0
2023-12-25 00:00:00,CCS,,0
2023-12-25 00:00:00,CD,926,26
2023-12-25 00:00:00,CG,2770,23
2023-12-25 00:00:00,CM,450,15
2023-12-25 00:00:00,CO,845,16
2023-12-25 00:00:00,EC,,0
2023-12-25 00:00:00,EG,,0
2023-12-25 00:00:00,ER,,0
2023-12-25 00:00:00,FR,,0
2023-12-25 00:00:00,GA,4526,19
2023-12-25 00:00:00,GT,,0
2023-12-25 00:00:00,IQ,,0
2023-12-25 00:00:00,LH,,0
2023-12-25 00:00:00,MX,437,4
2023-12-25 00:00:00,PE,,0
2023-12-25 00:00:00,SG,,0
2023-12-25 00:00:00,TD,1036,8
2023-12-25 00:00:00,TN,1160,2
2023-12-25 00:00:00,TR,73,5
2023-12-25 00:00:00,TT,815,2
2023-12-25 00:00:00,UKS,,2
2023-12-25 00:00:00,UKW,333,3
2023-12-25 00:00:00,US,,0
2023-12-25 00:00:00,VE,,0
2023-12-25 00:00:00,VN,,0
2023-12-25 00:00:00,WE,,0
2023-12-26 00:00:00,,,0
2023-12-26 00:00:00,"",,0
2023-12-26 00:00:00,AU,,0
2023-12-26 00:00:00,BN,,0
2023-12-26 00:00:00,BR,1656,6
2023-12-26 00:00:00,BS,,0
2023-12-26 00:00:00,BZ,,0
2023-12-26 00:00:00,CCS,,0
2023-12-26 00:00:00,CD,839,20
2023-12-26 00:00:00,CG,3149,22
2023-12-26 00:00:00,CM,450,15
2023-12-26 00:00:00,CO,845,16
2023-12-26 00:00:00,EC,,0
2023-12-26 00:00:00,EG,,0
2023-12-26 00:00:00,ER,,0
2023-12-26 00:00:00,FR,,0
2023-12-26 00:00:00,GA,4484,19
2023-12-26 00:00:00,GT,,0
2023-12-26 00:00:00,IQ,,0
2023-12-26 00:00:00,LH,,0
2023-12-26 00:00:00,MX,428,4
2023-12-26 00:00:00,PE,,0
2023-12-26 00:00:00,SG,,0
2023-12-26 00:00:00,TD,1036,8
2023-12-26 00:00:00,TN,1160,2
2023-12-26 00:00:00,TR,73,5
2023-12-26 00:00:00,TT,815,2
2023-12-26 00:00:00,UKS,,2
2023-12-26 00:00:00,UKW,333,3
2023-12-26 00:00:00,US,,0
2023-12-26 00:00:00,VE,,0
2023-12-26 00:00:00,VN,,0
2023-12-26 00:00:00,WE,,0
2023-12-27 00:00:00,,,0
2023-12-27 00:00:00,"",,0
2023-12-27 00:00:00,AU,,0
2023-12-27 00:00:00,BN,,0
2023-12-27 00:00:00,BR,1656,6
2023-12-27 00:00:00,BS,,0
2023-12-27 00:00:00,BZ,,0
2023-12-27 00:00:00,CCS,,0
2023-12-27 00:00:00,CD,885,20
2023-12-27 00:00:00,CG,3118,23
2023-12-27 00:00:00,CM,450,14
2023-12-27 00:00:00,CO,885,17
2023-12-27 00:00:00,EC,,0
2023-12-27 00:00:00,EG,,0
2023-12-27 00:00:00,ER,,0
2023-12-27 00:00:00,FR,,0
2023-12-27 00:00:00,GA,5300,19
2023-12-27 00:00:00,GT,,0
2023-12-27 00:00:00,IQ,,0
2023-12-27 00:00:00,LH,,0
2023-12-27 00:00:00,MX,439,4
2023-12-27 00:00:00,PE,,0
2023-12-27 00:00:00,SG,,0
2023-12-27 00:00:00,TD,1036,8
2023-12-27 00:00:00,TN,1160,2
2023-12-27 00:00:00,TR,73,5
2023-12-27 00:00:00,TT,815,2
2023-12-27 00:00:00,UKS,,2
2023-12-27 00:00:00,UKW,333,3
2023-12-27 00:00:00,US,,0
2023-12-27 00:00:00,VE,,0
2023-12-27 00:00:00,VN,,0
2023-12-27 00:00:00,WE,,0
2023-12-28 00:00:00,,,0
2023-12-28 00:00:00,"",,0
2023-12-28 00:00:00,AU,,0
2023-12-28 00:00:00,BN,,0
2023-12-28 00:00:00,BR,1547,5
2023-12-28 00:00:00,BS,,0
2023-12-28 00:00:00,BZ,,0
2023-12-28 00:00:00,CCS,,0
2023-12-28 00:00:00,CD,862,20
2023-12-28 00:00:00,CG,3118,23
2023-12-28 00:00:00,CM,461,14
2023-12-28 00:00:00,CO,569,17
2023-12-28 00:00:00,EC,,0
2023-12-28 00:00:00,EG,,0
2023-12-28 00:00:00,ER,,0
2023-12-28 00:00:00,FR,,0
2023-12-28 00:00:00,GA,6130,20
2023-12-28 00:00:00,GT,,0
2023-12-28 00:00:00,IQ,,0
2023-12-28 00:00:00,LH,,0
2023-12-28 00:00:00,MX,428,4
2023-12-28 00:00:00,PE,,0
2023-12-28 00:00:00,SG,,0
2023-12-28 00:00:00,TD,989,7
2023-12-28 00:00:00,TN,1160,2
2023-12-28 00:00:00,TR,73,5
2023-12-28 00:00:00,TT,815,2
2023-12-28 00:00:00,UKS,,2
2023-12-28 00:00:00,UKW,333,3
2023-12-28 00:00:00,US,,0
2023-12-28 00:00:00,VE,,0
2023-12-28 00:00:00,VN,,0
2023-12-28 00:00:00,WE,,0
2023-12-29 00:00:00,,,0
2023-12-29 00:00:00,"",,0
2023-12-29 00:00:00,AU,,0
2023-12-29 00:00:00,BN,,0
2023-12-29 00:00:00,BR,1942,6
2023-12-29 00:00:00,BS,,0
2023-12-29 00:00:00,BZ,,0
2023-12-29 00:00:00,CCS,,0
2023-12-29 00:00:00,CD,818,19
2023-12-29 00:00:00,CG,3118,23
2023-12-29 00:00:00,CM,481,15
2023-12-29 00:00:00,CO,914,19
2023-12-29 00:00:00,EC,,0
2023-12-29 00:00:00,EG,,0
2023-12-29 00:00:00,ER,,0
2023-12-29 00:00:00,FR,,0
2023-12-29 00:00:00,GA,6844,20
2023-12-29 00:00:00,GT,,0
2023-12-29 00:00:00,IQ,,0
2023-12-29 00:00:00,LH,,0
2023-12-29 00:00:00,MX,435,4
2023-12-29 00:00:00,PE,,0
2023-12-29 00:00:00,SG,,0
2023-12-29 00:00:00,TD,958,7
2023-12-29 00:00:00,TN,1160,2
2023-12-29 00:00:00,TR,73,5
2023-12-29 00:00:00,TT,815,2
2023-12-29 00:00:00,UKS,,2
2023-12-29 00:00:00,UKW,333,3
2023-12-29 00:00:00,US,,0
2023-12-29 00:00:00,VE,,0
2023-12-29 00:00:00,VN,,0
2023-12-29 00:00:00,WE,,0
2023-12-30 00:00:00,,,0
2023-12-30 00:00:00,"",,0
2023-12-30 00:00:00,AU,,0
2023-12-30 00:00:00,BN,,0
2023-12-30 00:00:00,BR,1942,6
2023-12-30 00:00:00,BS,,0
2023-12-30 00:00:00,BZ,,0
2023-12-30 00:00:00,CCS,,0
2023-12-30 00:00:00,CD,909,20
2023-12-30 00:00:00,CG,3186,23
2023-12-30 00:00:00,CM,521,16
2023-12-30 00:00:00,CO,914,19
2023-12-30 00:00:00,EC,,0
2023-12-30 00:00:00,EG,,0
2023-12-30 00:00:00,ER,,0
2023-12-30 00:00:00,FR,,0
2023-12-30 00:00:00,GA,6478,21
2023-12-30 00:00:00,GT,,0
2023-12-30 00:00:00,IQ,,0
2023-12-30 00:00:00,LH,,0
2023-12-30 00:00:00,MX,428,4
2023-12-30 00:00:00,PE,,0
2023-12-30 00:00:00,SG,,0
2023-12-30 00:00:00,TD,911,7
2023-12-30 00:00:00,TN,1160,2
2023-12-30 00:00:00,TR,73,5
2023-12-30 00:00:00,TT,815,2
2023-12-30 00:00:00,UKS,,2
2023-12-30 00:00:00,UKW,333,3
2023-12-30 00:00:00,US,,0
2023-12-30 00:00:00,VE,,0
2023-12-30 00:00:00,VN,,0
2023-12-30 00:00:00,WE,,0
2023-12-31 00:00:00,,,0
2023-12-31 00:00:00,"",,0
2023-12-31 00:00:00,AU,,0
2023-12-31 00:00:00,BN,,0
2023-12-31 00:00:00,BR,1942,6
2023-12-31 00:00:00,BS,,0
2023-12-31 00:00:00,BZ,,0
2023-12-31 00:00:00,CCS,,0
2023-12-31 00:00:00,CD,784,20
2023-12-31 00:00:00,CG,2231,23
2023-12-31 00:00:00,CM,638,15
2023-12-31 00:00:00,CO,914,19
2023-12-31 00:00:00,EC,,0
2023-12-31 00:00:00,EG,,0
2023-12-31 00:00:00,ER,,0
2023-12-31 00:00:00,FR,,0
2023-12-31 00:00:00,GA,6674,22
2023-12-31 00:00:00,GT,,0
